,Group,Values
16994,AZM,0.611084768979506
20568,AZM,0.346323678347174
20569,AZM,0.421589754015044
20570,AZM,0.481199720181882
20571,AZM,0.268592700493647
20572,AZM,0.294803423043532
20573,AZM,0.437217465298091
20574,AZM,0.472498502097064
20575,AZM,0.348642890739562
20576,AZM,0.30965379494008
20577,AZM,0.329264748619587
20578,AZM,0.388014569445399
20579,AZM,0.391304347826087
20580,AZM,0.343136028031535
20581,AZM,0.319887022016222
20582,AZM,0.459797866367209
20567,AZM,0.364498419564132
20566,AZM,0.446892351782196
20565,AZM,0.249263406010607
20564,AZM,0.475840160508276
20548,AZM,0.382600867501432
20549,AZM,0.910792264504055
20550,AZM,0.321081853306926
20551,AZM,0.751671402738311
20552,AZM,0.466286257727057
20553,AZM,0.437452229299363
20554,AZM,0.603046168491195
20583,AZM,0.472789299832133
20555,AZM,0.915575950357199
20557,AZM,0.592426850258176
20558,AZM,0.581420181526962
20559,AZM,0.397426642320268
20560,AZM,0.224302925989673
20561,AZM,0.853669764364013
20562,AZM,0.432020731938563
20563,AZM,0.38856430118821
20556,AZM,0.680315292277144
20547,AZM,0.371586376189015
20584,AZM,0.372930224894967
20586,AZM,0.425825122304141
20607,AZM,0.793164407778433
20608,AZM,0.872464814146518
20609,AZM,0.360050890585242
20610,AZM,0.505100463678516
20611,AZM,0.436352729454109
20612,AZM,0.547936014689784
20613,AZM,0.260965646554611
20614,AZM,0.424986022240169
20615,AZM,0.448469706433479
20616,AZM,0.498195928926408
20617,AZM,0.55518122350431
20618,AZM,0.472875536480687
20619,AZM,0.44136734562745
20620,AZM,0.49927999539197
20621,AZM,0.522118108520375
20606,AZM,0.610731991834354
20605,AZM,0.449226546906188
20604,AZM,0.338279563353301
20603,AZM,0.521971529848647
20587,AZM,0.325383698119014
20588,AZM,0.797363590855999
20589,AZM,0.358176611717359
20590,AZM,0.380581417442523
20591,AZM,0.3284822632751
20592,AZM,0.230103687427041
20593,AZM,0.658186434884516
20585,AZM,0.736291875883722
20594,AZM,0.49957468258719
20596,AZM,0.31124801711735
20597,AZM,0.42966706088951
20598,AZM,0.303150732839475
20599,AZM,0.467458143074581
20600,AZM,0.399583847102343
20601,AZM,0.483775346094415
20602,AZM,0.472987574284171
20595,AZM,0.619562298603652
20546,AZM,0.685239441001841
20545,AZM,0.453244171335623
20544,AZM,0.312244421077229
20489,AZM,0.594629078315815
20490,AZM,0.260819442280729
20491,AZM,0.624126688402422
20492,AZM,0.799823447812014
20493,AZM,0.868642082116723
20494,AZM,0.507005278138558
20495,AZM,0.705762031569604
20496,AZM,0.463891995526442
20497,AZM,0.59336860670194
20498,AZM,0.605311569722715
20499,AZM,0.442358417377812
20500,AZM,0.635590907318595
20501,AZM,0.693835220510728
20502,AZM,0.783394109396914
20503,AZM,0.635849299215636
20488,AZM,0.738598067849921
20487,AZM,0.681427864946275
20486,AZM,0.250960872030748
20485,AZM,0.640534195435477
20469,AZM,0.35447776543667
20470,AZM,0.722938230383973
20471,AZM,0.639123102866779
20472,AZM,0.410173659136315
20473,AZM,0.789971996266169
20474,AZM,0.490975147837514
20475,AZM,0.62726789645487
20504,AZM,0.414385210386109
20476,AZM,0.405715360030081
20478,AZM,0.81643855668594
20479,AZM,0.293591841873348
20480,AZM,0.743486570767528
20481,AZM,0.597391112093743
20482,AZM,0.641154149065655
20483,AZM,0.330707661034176
20484,AZM,0.283537605303975
20477,AZM,0.497204787872552
20505,AZM,0.62846372974995
20506,AZM,0.356503279536238
20507,AZM,0.246388853381056
20528,AZM,0.52683179943742
20529,AZM,0.692315959161741
20530,AZM,0.248600185496891
20531,AZM,0.454903352802607
20532,AZM,0.775551294343241
20533,AZM,0.473288671304647
20534,AZM,0.526194990519908
20527,AZM,0.743552919138308
20535,AZM,0.461456317159447
20537,AZM,0.705210472279261
20538,AZM,0.500725048861989
20539,AZM,0.256988472622478
20540,AZM,0.155403138628993
20541,AZM,0.427001030573686
20542,AZM,0.494726536424725
20543,AZM,0.745194219806443
20536,AZM,0.729859119810497
20622,AZM,0.495601548255014
20526,AZM,0.767849146723718
20524,AZM,0.39268680445151
20508,AZM,0.376702157909703
20509,AZM,0.64387775753896
20510,AZM,0.815345268542199
20511,AZM,0.659589183207691
20512,AZM,0.555335758945918
20513,AZM,0.238695144335058
20514,AZM,0.737214492615984
20525,AZM,0.788205605792051
20515,AZM,0.417389906782385
20517,AZM,0.546776521953452
20518,AZM,0.365533059856204
20519,AZM,0.679073553352079
20520,AZM,0.642361728614618
20521,AZM,0.337117509961657
20522,AZM,0.400069589422408
20523,AZM,0.657769678779433
20516,AZM,0.272679738562091
20468,AZM,0.589685371391502
20623,AZM,0.375205566097407
20625,AZM,0.75557617843771
