,Group,Values
12051,AZM,0.814512343940674
12050,AZM,0.787130981213589
12024,AZM,0.370545606995269
12049,AZM,0.390451184965107
12047,AZM,0.446555689409703
12046,AZM,0.42132882682558
12045,AZM,0.447171010807374
12044,AZM,0.41749937719711
12043,AZM,0.4808796206428
12042,AZM,0.406201508180655
12048,AZM,0.341805125316812
11919,AZM,0.383153676064124
12023,AZM,0.724690198183689
12021,AZM,0.556174058777758
11990,AZM,0.284901116543822
11991,AZM,0.5282874617737
11992,AZM,0.35670853813945
11993,AZM,0.381449561486769
11994,AZM,0.401808318264014
11995,AZM,0.566855114383382
11996,AZM,0.317863206931081
11997,AZM,0.531991611170389
11998,AZM,0.337687957564333
11999,AZM,0.584536958368734
12000,AZM,0.394977869319427
12001,AZM,0.566044738351496
12002,AZM,0.587047329720026
12003,AZM,0.628905039093445
12004,AZM,0.584338832799803
12005,AZM,0.488492584944622
12006,AZM,0.671967380224261
12020,AZM,0.433124694810672
12019,AZM,0.627676154540235
12018,AZM,0.335009898870994
12017,AZM,0.60230352303523
12016,AZM,0.854715645402344
12015,AZM,0.398299078667612
12022,AZM,0.955165222970805
12014,AZM,0.579622771509775
12012,AZM,0.327915916500414
12011,AZM,0.624722290792397
12010,AZM,0.891011461894229
12009,AZM,0.853282182438193
12008,AZM,0.383946549514919
12007,AZM,0.517594069625598
12013,AZM,0.573325954620919
12194,AZM,0.519000520562207
11642,AZM,0.38731027883363
11640,AZM,0.397836832574756
11264,AZM,0.649672376135188
11265,AZM,0.469790104947526
11266,AZM,0.838975346275202
11267,AZM,0.846575159469659
11268,AZM,0.865311978449917
11269,AZM,0.852946113815679
11270,AZM,0.925271449861614
11271,AZM,0.852985600644447
11272,AZM,0.678857236500697
11273,AZM,0.398347291394229
11274,AZM,0.414613825089566
11275,AZM,0.948436502871729
11276,AZM,0.806123359814335
11277,AZM,0.748818811119657
11263,AZM,0.451767132277116
11278,AZM,0.63199943438914
11280,AZM,0.866350539906708
11281,AZM,0.882735740717111
11282,AZM,0.88812644130716
11283,AZM,0.878614940686117
11284,AZM,0.94761550498961
11285,AZM,0.877940893647029
11286,AZM,0.706770477142406
11287,AZM,0.439779360574091
11288,AZM,0.447503474820913
11289,AZM,0.966468163078333
11290,AZM,0.8283543725367
11291,AZM,0.773440186199053
11292,AZM,0.669282322432897
11293,AZM,0.829578909066852
11279,AZM,0.796017484215639
11262,AZM,0.631575406968922
11261,AZM,0.616500479665107
11260,AZM,0.58506393265954
11229,AZM,0.552484427060698
11230,AZM,0.32673860911271
11231,AZM,0.461420655472949
11232,AZM,0.306233332502555
11233,AZM,0.534274926583695
11234,AZM,0.342258760850595
11235,AZM,0.728993652657775
11236,AZM,0.380879693774511
11237,AZM,0.410846794397652
11238,AZM,0.42883007361174
11239,AZM,0.633020637898687
11240,AZM,0.487607064352308
11241,AZM,0.536366730965619
11242,AZM,0.464402633377703
11243,AZM,0.543537351204424
11244,AZM,0.446434386193422
11245,AZM,0.612475303415185
11259,AZM,0.574346521925439
11258,AZM,0.37172254745432
11257,AZM,0.674488434163701
11256,AZM,0.415693650849984
11255,AZM,0.59207251497926
11254,AZM,0.451138168343039
11294,AZM,0.0882251326988913
11253,AZM,0.588767812238055
11251,AZM,0.58211232241045
11250,AZM,0.509488251010482
11249,AZM,0.380053749150941
11248,AZM,0.418375499334221
11247,AZM,0.33681492442046
11246,AZM,0.546930950916917
11252,AZM,0.437912312452566
11228,AZM,0.632178040937165
11295,AZM,0.326155439520131
11297,AZM,0.335560659845479
11333,AZM,0.614492112168442
11334,AZM,0.322774440196614
11335,AZM,0.299505016014188
11336,AZM,0.262201083366363
11337,AZM,0.617517632165893
11338,AZM,0.563065985838012
11339,AZM,0.382668270487945
11340,AZM,0.305317665803625
11341,AZM,0.55935298721628
11342,AZM,0.552181457610312
11343,AZM,0.580010095911156
11344,AZM,0.423435225618632
11345,AZM,0.418656131866635
11346,AZM,0.681862217438105
11332,AZM,0.538133658091034
11347,AZM,0.453963979128093
11349,AZM,0.510474836700849
11350,AZM,0.688521077722428
11351,AZM,0.452816782270343
11352,AZM,0.633209621993127
11353,AZM,0.689829986275663
11354,AZM,0.703374430372669
11355,AZM,0.341328531927207
11356,AZM,0.500943933355309
11357,AZM,0.733119504506995
11358,AZM,0.584171122994652
11359,AZM,0.621659437526235
11360,AZM,0.952311564445622
11361,AZM,0.948672510363596
11362,AZM,0.695892090741876
11348,AZM,0.693351024620374
11331,AZM,0.380324447395883
11330,AZM,0.490928287627462
11329,AZM,0.435385922406469
11298,AZM,0.453695814938166
11299,AZM,0.397214340985298
11300,AZM,0.655713585090731
11301,AZM,0.404051710893088
11302,AZM,0.472164672859721
11303,AZM,0.480146813480147
11304,AZM,0.615865766481334
11305,AZM,0.429988016072561
11306,AZM,0.245413653201623
11307,AZM,0.483832849930175
11308,AZM,0.604701646635252
11309,AZM,0.821745975318674
11310,AZM,0.838428911172678
11311,AZM,0.438835570761692
11312,AZM,0.32322260856699
11313,AZM,0.4845730380233
11314,AZM,0.379669593689537
11328,AZM,0.428178203690488
11327,AZM,0.470951114523072
11326,AZM,0.811199446940892
11325,AZM,0.791316984559491
11324,AZM,0.352008334297951
11323,AZM,0.389416446668505
11296,AZM,0.489187729808953
11322,AZM,0.506374085684431
11320,AZM,0.554570715064542
11319,AZM,0.526799202368723
11318,AZM,0.442177282635021
11317,AZM,0.515191075243295
11316,AZM,0.420919506025889
11315,AZM,0.574061787867424
11321,AZM,0.375374592833876
11227,AZM,0.490592085080274
11226,AZM,0.57841560269428
11225,AZM,0.436483863140015
17791,AZM,0.38996247919429
17790,AZM,0.67635421707324
17789,AZM,0.662826863264601
17788,AZM,0.54243776363592
17787,AZM,0.577922268969372
17786,AZM,0.561455079919162
17785,AZM,0.609020651209933
17784,AZM,0.690538331373505
17783,AZM,0.863319517709118
17782,AZM,0.415668484632244
17781,AZM,0.504612605638346
17780,AZM,0.656676540628449
17779,AZM,0.597885565531531
17778,AZM,0.558979626776237
17792,AZM,0.71959733723007
17777,AZM,0.647619047619048
17775,AZM,0.68070553307914
17774,AZM,0.628066758635614
17773,AZM,0.756854955915125
17772,AZM,0.606507864144062
17771,AZM,0.634026140989929
17770,AZM,0.439469621287803
17769,AZM,0.660231434012011
17768,AZM,0.663295149890324
17767,AZM,0.639528718703976
17766,AZM,0.674264687723804
17765,AZM,0.594877696143519
17764,AZM,0.582704186684969
17763,AZM,0.42041292041292
17762,AZM,0.392936858290759
17776,AZM,0.599662826636696
17793,AZM,0.538846998186504
17794,AZM,0.849173287524157
17795,AZM,0.792714319145064
17826,AZM,0.474410163339383
17825,AZM,0.75608955060485
17824,AZM,0.468965146299484
17823,AZM,0.50601782378342
17822,AZM,0.682525085873475
17821,AZM,0.628318119819536
17820,AZM,0.694238055405206
17819,AZM,0.61352329262777
17818,AZM,0.545789560530224
17817,AZM,0.526219400524998
17816,AZM,0.603507610853739
17815,AZM,0.699343675417661
17814,AZM,0.541150257624286
17813,AZM,0.500488909474551
17812,AZM,0.793952912019827
17811,AZM,0.773096962765282
17810,AZM,0.610530966342678
17796,AZM,0.630592708262611
17797,AZM,0.577281191806331
17798,AZM,0.529931972789116
17799,AZM,0.350943768173082
17800,AZM,0.585167027704937
17801,AZM,0.533844121532365
17761,AZM,0.61424409530746
17802,AZM,0.463687786020864
17804,AZM,0.659964809384164
17805,AZM,0.740043326112315
17806,AZM,0.730223123732252
17807,AZM,0.689844521224087
17808,AZM,0.565146488219086
17809,AZM,0.528157280906364
17803,AZM,0.560027341079973
17760,AZM,0.667406611767514
17759,AZM,0.652075284443342
17758,AZM,0.319141397738345
11194,AZM,0.491989486915781
11195,AZM,0.568219726453909
11196,AZM,0.459643398205337
11197,AZM,0.490098730606488
11198,AZM,0.517297024710035
11199,AZM,0.529298424572141
11200,AZM,0.547338857554024
11201,AZM,0.646118980169972
11202,AZM,0.453988603988604
11203,AZM,0.571292266877662
11204,AZM,0.507658520103615
11205,AZM,0.557015556562453
11206,AZM,0.529441710503988
11207,AZM,0.610790516582076
11208,AZM,0.704744670022055
11209,AZM,0.422604655572939
11210,AZM,0.232114467408585
11224,AZM,0.564722338102132
11223,AZM,0.504004854368932
11222,AZM,0.478086155165024
11221,AZM,0.479135213479075
11220,AZM,0.481132773026397
11219,AZM,0.684338850811367
11193,AZM,0.372650428205984
11218,AZM,0.685944581648438
11216,AZM,0.48975536662432
11215,AZM,0.606413388077543
11214,AZM,0.509106904304193
11213,AZM,0.660914458484269
11212,AZM,0.4057505915913
11211,AZM,0.624425647451963
11217,AZM,0.486127028971988
11363,AZM,0.536629164070803
11192,AZM,0.479718337796291
11190,AZM,0.497487206553916
17757,AZM,0.528091737078898
17756,AZM,0.4327175606499
17755,AZM,0.711130041418206
17754,AZM,0.580032313777926
17753,AZM,0.547756993875186
17752,AZM,0.383553472518108
17751,AZM,0.457257322288994
17750,AZM,0.497679977502812
17749,AZM,0.776728654499395
17748,AZM,0.362633780626935
17747,AZM,0.578008544609723
17746,AZM,0.572762043529733
17745,AZM,0.47934361342459
17744,AZM,0.451338060384263
17743,AZM,0.57839846559578
17742,AZM,0.503929332927201
11175,AZM,0.427425691603219
11189,AZM,0.666332746717206
11188,AZM,0.394043370848202
11187,AZM,0.611780854619241
11186,AZM,0.428844447477988
11185,AZM,0.596757080284028
11184,AZM,0.446962926855688
11191,AZM,0.383478212723548
11183,AZM,0.224506598861848
11181,AZM,0.310552312528065
11180,AZM,0.357509551098376
11179,AZM,0.248788147743565
11178,AZM,0.406732155977033
11177,AZM,0.424276632404492
11176,AZM,0.308461220419778
11182,AZM,0.436915194822705
11641,AZM,0.391757205710694
11364,AZM,0.655678341761878
11366,AZM,0.473585308562887
11541,AZM,0.0621041572865076
11542,AZM,0.887610749424837
11543,AZM,0.870556187717665
11544,AZM,0.631385563588953
11545,AZM,0.986739075524122
11546,AZM,0.840674493735718
11547,AZM,0.082241114653442
11548,AZM,0.56315813465834
11549,AZM,0.951214119901249
11550,AZM,0.756091617933723
11551,AZM,0.898569906704975
11552,AZM,0.731702656220141
11553,AZM,0.74043151194511
11554,AZM,0.756970453599667
11540,AZM,0.126230021936697
11555,AZM,0.797797010228167
11557,AZM,0.858290602977872
11558,AZM,0.730251690720212
11559,AZM,0.58243677124993
11560,AZM,0.303783659642878
11561,AZM,0.328997134670487
11562,AZM,0.850957562927926
11563,AZM,0.709310196295613
11564,AZM,0.688188797914837
11565,AZM,0.51076119348074
11566,AZM,0.68808398571377
11567,AZM,0.189620486241348
11568,AZM,0.22927241962775
11569,AZM,0.722900065316786
11570,AZM,0.648194412900295
11556,AZM,0.724806471859962
11539,AZM,0.882648010032341
11538,AZM,0.721341217578283
11537,AZM,0.819324181626188
11506,AZM,0.463439774947924
11507,AZM,0.331474016777427
11508,AZM,0.421596571005853
11509,AZM,0.627742529180995
11510,AZM,0.358492298510204
11511,AZM,0.291859010311057
11512,AZM,0.493384237226086
11513,AZM,0.534192882929345
11514,AZM,0.658710508071705
11515,AZM,0.683679085014237
11516,AZM,0.297308253607913
11517,AZM,0.413805064169268
11518,AZM,0.366267228721641
11519,AZM,0.623760896637609
11520,AZM,0.508269344359126
11521,AZM,0.66539169854087
11522,AZM,0.447623777506112
11536,AZM,0.878181559070828
11535,AZM,0.995368113115553
11534,AZM,0.498279219913027
11533,AZM,0.487452227597082
11532,AZM,0.758302922103494
11531,AZM,0.934247977229844
11571,AZM,0.429103160596823
11530,AZM,0.988067192461334
11528,AZM,0.942518734738556
11527,AZM,0.932715872561189
11526,AZM,0.904872151052117
11525,AZM,0.541300215435306
11524,AZM,0.252239167271847
11523,AZM,0.461605413145408
11529,AZM,0.934934902914174
11505,AZM,0.52645482677938
11572,AZM,0.838976932861219
11574,AZM,0.212283897357236
11610,AZM,0.318681318681319
11611,AZM,0.527209592534317
11612,AZM,0.285693416439423
11613,AZM,0.539341761115955
11614,AZM,0.342712664344308
11615,AZM,0.676835911963391
11616,AZM,0.52536065423137
11617,AZM,0.47769482034531
11618,AZM,0.504263150538135
11619,AZM,0.774641260879793
11620,AZM,0.538146466640347
11621,AZM,0.300325462225608
11622,AZM,0.561223620302781
11623,AZM,0.637991327458386
11609,AZM,0.715032795603616
11624,AZM,0.770192487885846
11626,AZM,0.362907928554459
11627,AZM,0.507664615027291
11628,AZM,0.526370850450358
11629,AZM,0.781813283039203
11630,AZM,0.619789132197891
11631,AZM,0.81042244207635
11632,AZM,0.621063730559442
11633,AZM,0.692038548892026
11634,AZM,0.2178706727629
11635,AZM,0.629654036243822
11636,AZM,0.339083010970892
11637,AZM,0.844652192948569
11638,AZM,0.725707664293991
11639,AZM,0.7441647597254
