,Visit,Values,Arm
4197,0m,21.9026078626031,Placebo
4196,0m,41.9129874798948,Placebo
4195,0m,43.4279075764613,Placebo
4194,0m,47.9358732336217,Placebo
4193,0m,40.367056838458,Placebo
4192,0m,67.5039199458854,Placebo
4191,0m,60.8342893635583,Placebo
4190,0m,30.9859812221307,Placebo
4189,0m,27.3098404701897,Placebo
4198,0m,51.42037816678,Placebo
4188,0m,50.4368755075812,Placebo
4186,0m,29.3291242283658,Placebo
4185,0m,55.2818509114759,Placebo
4184,0m,50.9947427314011,Placebo
4183,0m,34.0772800598575,Placebo
4182,0m,61.520516024186,Placebo
4181,0m,55.0712955599805,Placebo
4180,0m,59.3676612848977,Placebo
4179,0m,38.5779621062976,Placebo
4178,0m,60.6830766587613,Placebo
4187,0m,39.190559430564,Placebo
4199,0m,54.2989925307232,Placebo
4200,0m,49.7020757176667,Placebo
4201,0m,49.6475943381848,Placebo
4222,0m,59.8766156282831,Placebo
4221,0m,31.8463273480958,Placebo
4220,0m,41.6387474386078,Placebo
4219,0m,32.0034513915051,Placebo
4218,0m,46.8388612943017,Placebo
4217,0m,32.0591040150646,Placebo
4216,0m,36.2340654422017,Placebo
4215,0m,40.6052410895027,Placebo
4214,0m,34.5147851951371,Placebo
4213,0m,66.1971671936479,Placebo
4212,0m,24.2200185470767,Placebo
4211,0m,41.1121823646639,Placebo
4210,0m,58.9166780594357,Placebo
4209,0m,31.8817155887523,Placebo
4208,0m,54.6552525643038,Placebo
4207,0m,38.549394028001,Placebo
4206,0m,29.6487385611214,Placebo
4205,0m,33.984038424207,Placebo
4204,0m,26.4782403163279,Placebo
4203,0m,32.3556353240387,Placebo
4202,0m,45.3168801608196,Placebo
4176,0m,48.4748996456094,Placebo
4271,0m,43.611614762013,Placebo
4079,0m,30.9588584560142,Placebo
4077,0m,26.5453192134083,Placebo
3955,0m,42.7026206693126,Placebo
3954,0m,49.5817943683212,Placebo
3953,0m,57.0544881674117,Placebo
3952,0m,58.4623309569575,Placebo
3951,0m,36.9404741334501,Placebo
3950,0m,44.9595001154491,Placebo
3949,0m,38.0647368652595,Placebo
3948,0m,50.9120235229534,Placebo
3947,0m,37.2042219426072,Placebo
3956,0m,44.0931953954772,Placebo
3946,0m,39.2036116436744,Placebo
3944,0m,37.206654884371,Placebo
3943,0m,67.4555991118497,Placebo
3942,0m,36.139571021311,Placebo
3941,0m,39.236492390387,Placebo
3940,0m,59.6364498750296,Placebo
3939,0m,32.3060398565002,Placebo
3938,0m,58.1798836736916,Placebo
3937,0m,39.3072254798078,Placebo
3936,0m,37.6536701480174,Placebo
3945,0m,39.0664320845546,Placebo
3935,0m,42.8504984031313,Placebo
3957,0m,36.4692882926726,Placebo
3959,0m,42.3490800233328,Placebo
3979,0m,83.6525267444094,Placebo
3978,0m,46.7542473717369,Placebo
3977,0m,54.7629587417572,Placebo
3976,0m,30.1274001425809,Placebo
3975,0m,39.1117897992388,Placebo
3974,0m,39.0362275910399,Placebo
3973,0m,40.7934143439355,Placebo
3972,0m,43.850733875225,Placebo
3971,0m,43.226543379119,Placebo
3958,0m,46.7482517746686,Placebo
3970,0m,74.8973233618067,Placebo
3968,0m,42.1723107778602,Placebo
3967,0m,51.3158493502954,Placebo
3966,0m,34.5750849448417,Placebo
3965,0m,49.0870297153214,Placebo
3964,0m,41.9623285452266,Placebo
3963,0m,82.0706505481678,Placebo
3962,0m,47.9486325903373,Placebo
3961,0m,44.3433767080503,Placebo
3960,0m,34.9551017057805,Placebo
3969,0m,51.3654379311215,Placebo
3934,0m,29.3795997800263,Placebo
3933,0m,37.4886953440221,Placebo
3932,0m,52.8101171873968,Placebo
3906,0m,25.2990601181784,Placebo
3905,0m,48.6856806310616,Placebo
3904,0m,46.6715591564569,Placebo
3903,0m,26.1900313031958,Placebo
3902,0m,53.4266124967251,Placebo
3901,0m,40.1997861230569,Placebo
3900,0m,61.2550217316522,Placebo
3899,0m,40.9891306051234,Placebo
3898,0m,44.6186772087308,Placebo
3907,0m,37.3787111631486,Placebo
3897,0m,67.2571992496801,Placebo
3895,0m,47.4492264966658,Placebo
3894,0m,52.9034529395439,Placebo
3893,0m,54.969645324202,Placebo
3892,0m,55.8202249732132,Placebo
3891,0m,34.7703277280422,Placebo
3890,0m,65.2236271252811,Placebo
3889,0m,19.9696989178507,Placebo
3888,0m,60.6058551744695,Placebo
3887,0m,62.6107804612538,Placebo
3896,0m,53.4250315588094,Placebo
3908,0m,56.9623440326816,Placebo
3909,0m,46.6827636539877,Placebo
3910,0m,66.2016953089578,Placebo
3931,0m,42.9518758016732,Placebo
3930,0m,45.0148920010839,Placebo
3929,0m,52.7643013167495,Placebo
3928,0m,51.1472425689313,Placebo
3927,0m,31.6292930042768,Placebo
3926,0m,43.533789573026,Placebo
3925,0m,51.3108627160334,Placebo
3924,0m,39.358446526111,Placebo
3923,0m,38.0842449644484,Placebo
3922,0m,70.7468204593343,Placebo
3921,0m,61.0526542045652,Placebo
3920,0m,38.2890199759639,Placebo
3919,0m,34.644038675795,Placebo
3918,0m,53.7280479243431,Placebo
3917,0m,41.8272257157603,Placebo
3916,0m,37.9716499067181,Placebo
3915,0m,64.8459306439505,Placebo
3914,0m,59.5554946266483,Placebo
3913,0m,68.5672508552956,Placebo
3912,0m,46.2614366927403,Placebo
3911,0m,72.111314639631,Placebo
3980,0m,30.0553073422348,Placebo
4078,0m,88.4142321278954,Placebo
3981,0m,37.3191120346779,Placebo
3983,0m,33.1210747594403,Placebo
4052,0m,84.4242832604159,Placebo
4051,0m,37.5747520018577,Placebo
4050,0m,37.0559868809626,Placebo
4049,0m,28.1882940294521,Placebo
4048,0m,43.2203477489349,Placebo
4047,0m,37.0530183778662,Placebo
4046,0m,35.437279087471,Placebo
4045,0m,50.6116503780628,Placebo
4044,0m,43.1484851574012,Placebo
4053,0m,32.1063578609831,Placebo
4043,0m,34.9418556022083,Placebo
4041,0m,62.7354022575988,Placebo
4040,0m,36.0659225375161,Placebo
4039,0m,48.1233669424813,Placebo
4038,0m,24.0216435043124,Placebo
4037,0m,51.0453134952073,Placebo
4036,0m,32.3341415440917,Placebo
4035,0m,34.6947076194127,Placebo
4034,0m,34.2642961387022,Placebo
4033,0m,41.9694130735127,Placebo
4042,0m,56.9156875911012,Placebo
4032,0m,68.1987897278581,Placebo
4054,0m,35.473429096217,Placebo
4056,0m,42.1226089077959,Placebo
4076,0m,86.1795416211125,Placebo
4075,0m,32.6894801646577,Placebo
4074,0m,38.0237963087031,Placebo
4073,0m,41.5053338044873,Placebo
4072,0m,29.4264500501838,Placebo
4071,0m,42.2958437993638,Placebo
4070,0m,26.732475452104,Placebo
4069,0m,31.0058570468957,Placebo
4068,0m,88.6210838639152,Placebo
4055,0m,28.3874367428497,Placebo
4067,0m,43.5229286464841,Placebo
4065,0m,27.45592428056,Placebo
4064,0m,26.4152333009535,Placebo
4063,0m,32.3913958119286,Placebo
4062,0m,28.0923412667566,Placebo
4061,0m,40.1872712352215,Placebo
4060,0m,36.3568113645951,Placebo
4059,0m,73.3153254184305,Placebo
4058,0m,53.0817455386855,Placebo
4057,0m,35.1879890400626,Placebo
4066,0m,61.4297849898871,Placebo
4031,0m,31.2956557251453,Placebo
4030,0m,42.5872101144892,Placebo
4029,0m,62.679742766753,Placebo
4003,0m,47.3774654175801,Placebo
4002,0m,49.233798615793,Placebo
4001,0m,45.1376966299541,Placebo
4000,0m,36.1202063476248,Placebo
3999,0m,54.935876218782,Placebo
3998,0m,43.123041272288,Placebo
3997,0m,45.7819057087024,Placebo
3996,0m,29.8078701934297,Placebo
3995,0m,51.3919556302341,Placebo
4004,0m,61.2013536372417,Placebo
3994,0m,76.3893155451968,Placebo
3992,0m,53.3806255959326,Placebo
3991,0m,47.0457594373214,Placebo
3990,0m,38.6746804011497,Placebo
3989,0m,85.0882974440304,Placebo
3988,0m,34.8585037031521,Placebo
3987,0m,82.0916022722688,Placebo
3986,0m,37.509090841594,Placebo
3985,0m,50.1583177656484,Placebo
3984,0m,35.5759750058472,Placebo
3993,0m,35.0025444466268,Placebo
4005,0m,38.6989260657311,Placebo
4006,0m,32.7216351548391,Placebo
4007,0m,52.9169483071762,Placebo
4028,0m,22.5513561606677,Placebo
4027,0m,54.6692383214625,Placebo
4026,0m,42.942309526867,Placebo
4025,0m,37.9965938182954,Placebo
4024,0m,43.4759517471114,Placebo
4023,0m,29.4185153196484,Placebo
4022,0m,39.7072505657074,Placebo
4021,0m,48.4377246893976,Placebo
4020,0m,55.901076454452,Placebo
4019,0m,49.5974588112057,Placebo
4018,0m,56.8327067256865,Placebo
4017,0m,49.6423537225606,Placebo
4016,0m,28.5111154640693,Placebo
4015,0m,40.1855394213389,Placebo
4014,0m,46.1988598792076,Placebo
4013,0m,28.8090354184373,Placebo
4012,0m,33.2305364464069,Placebo
4011,0m,73.7094720053246,Placebo
4010,0m,51.9103436031892,Placebo
4009,0m,35.3928226688237,Placebo
4008,0m,18.7195961044128,Placebo
3982,0m,48.7501096789877,Placebo
4272,0m,47.5945438356307,Placebo
4273,0m,50.7474084740485,Placebo
4274,0m,61.2276635588976,Placebo
4538,0m,78.8160106094243,Placebo
4537,0m,25.4022737644988,Placebo
4536,0m,78.1887007364371,Placebo
4535,0m,25.9256702369189,Placebo
4534,0m,35.8098215422367,Placebo
4533,0m,31.3836457600307,Placebo
4532,0m,23.0626251076865,Placebo
4531,0m,32.9435952392949,Placebo
4530,0m,25.0100641273878,Placebo
4539,0m,21.4599815394955,Placebo
4529,0m,32.7944120277964,Placebo
4527,0m,40.0233578853996,Placebo
4526,0m,52.255248278733,Placebo
4525,0m,32.8594167172687,Placebo
4524,0m,28.5866912968964,Placebo
4523,0m,31.1564496579438,Placebo
4522,0m,32.3229484680858,Placebo
4521,0m,34.7266509503891,Placebo
4520,0m,24.9249450267974,Placebo
4519,0m,57.1192860447932,Placebo
4528,0m,78.4339557660142,Placebo
4518,0m,49.5249833305673,Placebo
4540,0m,38.0485035602117,Placebo
4542,0m,36.4671711576111,Placebo
4562,0m,53.6379974565728,Placebo
4561,0m,26.288702217843,Placebo
4560,0m,44.8936318071978,Placebo
4559,0m,28.5340155173134,Placebo
4558,0m,32.9696432573663,Placebo
4557,0m,31.8053027337686,Placebo
4556,0m,46.678919623172,Placebo
4555,0m,26.5838111505507,Placebo
4554,0m,34.94491394232,Placebo
4541,0m,31.6602758498134,Placebo
4553,0m,52.8111496781895,Placebo
4551,0m,30.3093315815422,Placebo
4550,0m,37.303878679783,Placebo
4549,0m,27.2860009119389,Placebo
4548,0m,53.7025952388924,Placebo
4547,0m,32.4541411359855,Placebo
4546,0m,32.4759639859555,Placebo
4545,0m,18.3481927172823,Placebo
4544,0m,37.5300979577238,Placebo
4543,0m,66.4051879674174,Placebo
4552,0m,33.0467443557971,Placebo
4517,0m,29.1241618881607,Placebo
4516,0m,32.6863633729735,Placebo
4515,0m,25.5335455241161,Placebo
4489,0m,55.572022711273,Placebo
4488,0m,23.3964756074541,Placebo
4487,0m,39.2952716193073,Placebo
4486,0m,39.6427907321039,Placebo
4485,0m,26.5523201294856,Placebo
4484,0m,39.4250889925907,Placebo
4483,0m,27.799554947877,Placebo
4482,0m,39.7281978021657,Placebo
4481,0m,46.297495910082,Placebo
4490,0m,31.6524895714459,Placebo
4480,0m,61.7044939085736,Placebo
4478,0m,46.4927030486292,Placebo
4477,0m,36.4153512478677,Placebo
4476,0m,27.3976962212385,Placebo
4475,0m,28.526094972324,Placebo
4474,0m,38.4401434491456,Placebo
4473,0m,29.4719591004173,Placebo
4472,0m,19.7523083433161,Placebo
4471,0m,64.6647007285657,Placebo
4470,0m,39.6478325142067,Placebo
4479,0m,45.7043471684721,Placebo
4491,0m,30.8348263046409,Placebo
4492,0m,55.0951307101579,Placebo
4493,0m,40.3703863115279,Placebo
4514,0m,37.0709950786625,Placebo
4513,0m,38.1539746622237,Placebo
4512,0m,71.826172853607,Placebo
4511,0m,34.4875720607873,Placebo
4510,0m,27.405181075741,Placebo
4509,0m,18.587502585564,Placebo
4508,0m,38.7233967986964,Placebo
4507,0m,30.7770405604427,Placebo
4506,0m,26.1609147039221,Placebo
4505,0m,41.0495070316036,Placebo
4504,0m,37.7908683420906,Placebo
4503,0m,30.7230213199237,Placebo
4502,0m,36.3854078720472,Placebo
4501,0m,48.6863095027855,Placebo
4500,0m,38.8141310670293,Placebo
4499,0m,36.1643694934824,Placebo
4498,0m,31.7458221928309,Placebo
4497,0m,39.3477594953531,Placebo
4496,0m,26.9757892126174,Placebo
4495,0m,27.0362552946071,Placebo
4494,0m,25.6492453945008,Placebo
4563,0m,23.6906975289848,Placebo
4469,0m,31.3452515117923,Placebo
4564,0m,42.161518789529,Placebo
4566,0m,75.5565534696188,Placebo
4635,0m,48.8650659988916,Placebo
4634,0m,26.841897350276,Placebo
4633,0m,91.7185341550569,Placebo
4632,0m,21.5780955381667,Placebo
4631,0m,88.2476895498496,Placebo
4630,0m,33.4244165685197,Placebo
4629,0m,32.3778608350697,Placebo
4628,0m,34.4718032451065,Placebo
4627,0m,29.9666416253836,Placebo
4636,0m,46.0310973786649,Placebo
4626,0m,36.8590854134338,Placebo
4624,0m,38.1553054966636,Placebo
4623,0m,88.4036864444259,Placebo
4622,0m,50.5872569469568,Placebo
4621,0m,63.4509587737252,Placebo
4620,0m,37.2874178187161,Placebo
4619,0m,26.9057291423518,Placebo
4618,0m,42.2292804078049,Placebo
4617,0m,26.2630268041395,Placebo
4616,0m,42.6498955070698,Placebo
4625,0m,31.7121757178411,Placebo
4615,0m,32.2900106197596,Placebo
4637,0m,45.1201071907887,Placebo
4639,0m,44.019178871144,Placebo
4659,0m,39.0586422884529,Placebo
4658,0m,53.9705355891463,Placebo
4657,0m,46.5670093857012,Placebo
4656,0m,24.9474690485903,Placebo
4655,0m,23.1098177865978,Placebo
4654,0m,32.8851443986298,Placebo
4653,0m,39.7956231760277,Placebo
4652,0m,38.3355176527403,Placebo
4651,0m,57.2515669484414,Placebo
4638,0m,79.6861264930364,Placebo
4650,0m,23.984052658615,Placebo
4648,0m,65.8584932975163,Placebo
4647,0m,40.0158624883548,Placebo
4646,0m,36.960163260192,Placebo
4645,0m,37.699178639777,Placebo
4644,0m,33.6922775892365,Placebo
4643,0m,56.5841857061997,Placebo
4642,0m,27.210288085918,Placebo
4641,0m,37.4683124023784,Placebo
4640,0m,22.6225459282928,Placebo
4649,0m,37.9375288039917,Placebo
4614,0m,67.9428219100437,Placebo
4613,0m,57.6827646576686,Placebo
4612,0m,30.9027547706531,Placebo
4586,0m,36.9692632666143,Placebo
4585,0m,43.2254409623701,Placebo
4584,0m,67.3182761921699,Placebo
4583,0m,27.264680657987,Placebo
4582,0m,48.6190733479805,Placebo
4581,0m,49.3897636331951,Placebo
4580,0m,36.4310476443004,Placebo
4579,0m,45.434386061085,Placebo
4578,0m,33.3385692088277,Placebo
4587,0m,61.2860775505407,Placebo
4577,0m,45.4422232903086,Placebo
4575,0m,66.5138161236859,Placebo
4574,0m,54.3955048599083,Placebo
4573,0m,58.8725980505252,Placebo
4572,0m,45.8872269270291,Placebo
4571,0m,34.4224630403758,Placebo
4570,0m,34.0800992356807,Placebo
4569,0m,48.1959854179044,Placebo
4568,0m,21.3168518665021,Placebo
4567,0m,28.0279139011375,Placebo
4576,0m,53.4896401964185,Placebo
4588,0m,49.3212888353605,Placebo
4589,0m,31.4712160561336,Placebo
4590,0m,33.7139167609752,Placebo
4611,0m,31.9210727590774,Placebo
4610,0m,25.6338647598689,Placebo
4609,0m,30.2735552998016,Placebo
4608,0m,45.7605531254416,Placebo
4607,0m,83.6390517695325,Placebo
4606,0m,23.8470686508231,Placebo
4605,0m,26.5619352583373,Placebo
4604,0m,23.3481908858104,Placebo
4603,0m,46.8842885270326,Placebo
4602,0m,37.1196048609988,Placebo
4601,0m,35.7994991227819,Placebo
4600,0m,51.7575190302365,Placebo
4599,0m,44.7177390109307,Placebo
4598,0m,27.5929695703598,Placebo
4597,0m,47.8503594657916,Placebo
4596,0m,60.1492944519874,Placebo
4595,0m,44.113346478688,Placebo
4594,0m,42.1594956970749,Placebo
4593,0m,30.6987494705581,Placebo
4592,0m,48.7012231992259,Placebo
4591,0m,34.4842331231404,Placebo
4565,0m,36.980829105576,Placebo
4468,0m,23.3493515343304,Placebo
4467,0m,42.4827401300408,Placebo
4466,0m,24.4243810857753,Placebo
4343,0m,38.2559999528445,Placebo
4342,0m,13.5743966848684,Placebo
4341,0m,81.1419730873001,Placebo
4340,0m,46.019206533179,Placebo
4339,0m,50.0848930578268,Placebo
4338,0m,19.5375836597105,Placebo
4337,0m,30.4836670965931,Placebo
4336,0m,29.151892952993,Placebo
4335,0m,50.1834602115028,Placebo
4344,0m,48.990883950938,Placebo
4334,0m,37.8285516239032,Placebo
4332,0m,73.3985894381386,Placebo
4331,0m,48.0002367833242,Placebo
4330,0m,37.1477840866419,Placebo
4329,0m,52.5591752790095,Placebo
4328,0m,44.5018375802477,Placebo
4327,0m,51.3973275563725,Placebo
4326,0m,39.9373161552256,Placebo
4325,0m,77.4564995379106,Placebo
4324,0m,53.0803655542636,Placebo
4333,0m,42.6023771279885,Placebo
4323,0m,45.65693139312,Placebo
4345,0m,23.3224711123408,Placebo
4347,0m,51.2782132485449,Placebo
4367,0m,33.2863001988847,Placebo
4366,0m,55.994224938104,Placebo
4365,0m,49.7525909905914,Placebo
4364,0m,43.3713933472399,Placebo
4363,0m,42.5882160520076,Placebo
4362,0m,24.8991589404738,Placebo
4361,0m,33.5205195493303,Placebo
4360,0m,49.1915360987601,Placebo
4359,0m,42.2959297460175,Placebo
4346,0m,37.5460683509825,Placebo
4358,0m,32.2188230583154,Placebo
4356,0m,70.7490998131756,Placebo
4355,0m,14.1011310975018,Placebo
4354,0m,45.7795782825967,Placebo
4353,0m,45.5961558352427,Placebo
4352,0m,39.6346929787445,Placebo
4351,0m,82.3441767447679,Placebo
4350,0m,32.538496297037,Placebo
4349,0m,76.9113672871547,Placebo
4348,0m,31.3367604539694,Placebo
4357,0m,49.7302151930731,Placebo
4322,0m,38.4626604865761,Placebo
4321,0m,36.4257061592636,Placebo
4320,0m,44.4181906138944,Placebo
4294,0m,45.1625938975282,Placebo
4293,0m,47.3788719894904,Placebo
4292,0m,48.7886996831731,Placebo
4291,0m,49.1218631835509,Placebo
4290,0m,48.2260008041221,Placebo
4289,0m,16.0802972884162,Placebo
4288,0m,37.6217721665874,Placebo
4287,0m,35.6944626645319,Placebo
4286,0m,46.8709220209592,Placebo
4295,0m,11.4438400835144,Placebo
4285,0m,36.1574309428575,Placebo
4283,0m,60.0296351004374,Placebo
4282,0m,24.5085555544967,Placebo
4281,0m,31.5533746824909,Placebo
4280,0m,50.4969952558901,Placebo
4279,0m,38.8872698781171,Placebo
4278,0m,21.3402929753012,Placebo
4277,0m,44.378614287462,Placebo
4276,0m,26.8815604419203,Placebo
4275,0m,36.3727757936083,Placebo
4284,0m,65.1575643403926,Placebo
4296,0m,14.1574237853298,Placebo
4297,0m,22.8520020470093,Placebo
4298,0m,25.1534773854404,Placebo
4319,0m,25.8626683202394,Placebo
4318,0m,38.4006260425537,Placebo
4317,0m,41.978126266968,Placebo
4316,0m,48.8690840421758,Placebo
4315,0m,51.9082501890933,Placebo
4314,0m,54.428053625964,Placebo
4313,0m,16.2918013748758,Placebo
4312,0m,33.5164335818462,Placebo
4311,0m,35.9415899624614,Placebo
4310,0m,40.480095533888,Placebo
4309,0m,36.5520946405851,Placebo
4308,0m,33.4646141975058,Placebo
4307,0m,37.8208636224548,Placebo
4306,0m,32.836026076855,Placebo
4305,0m,60.3291853649779,Placebo
4304,0m,19.0002023419813,Placebo
4303,0m,38.6179653803632,Placebo
4302,0m,58.3691894981211,Placebo
4301,0m,28.4142186166965,Placebo
4300,0m,54.4271597668194,Placebo
4299,0m,26.9120867586766,Placebo
4368,0m,32.8735376907017,Placebo
4369,0m,42.5602928387943,Placebo
4370,0m,24.6867068887938,Placebo
4371,0m,43.8813381279952,Placebo
4440,0m,37.5874405084004,Placebo
4439,0m,32.5403106011023,Placebo
4438,0m,31.9400479801549,Placebo
4437,0m,41.7477868647168,Placebo
4436,0m,45.0863021782401,Placebo
4435,0m,42.5973594067457,Placebo
4434,0m,92.9117582000825,Placebo
4433,0m,55.7775785211005,Placebo
4432,0m,66.3155630395243,Placebo
4441,0m,40.6326702939108,Placebo
4431,0m,44.922291161588,Placebo
4429,0m,44.052806789693,Placebo
4428,0m,46.5281487994367,Placebo
4427,0m,49.2756731785256,Placebo
4426,0m,33.2270414981833,Placebo
4425,0m,70.0817629005827,Placebo
4424,0m,64.5719587861394,Placebo
4423,0m,27.8993475761712,Placebo
4422,0m,32.1969942944883,Placebo
4421,0m,38.3023805467663,Placebo
4430,0m,32.0614053209248,Placebo
4442,0m,93.7724123176284,Placebo
4443,0m,31.8552490349632,Placebo
4444,0m,95.5827110003948,Placebo
4465,0m,34.4466976176892,Placebo
4464,0m,41.0151593603856,Placebo
4463,0m,41.8846102256288,Placebo
4462,0m,55.9539193703995,Placebo
4461,0m,40.7570285066236,Placebo
4460,0m,47.9139988462548,Placebo
4459,0m,64.1591158929409,Placebo
4458,0m,39.540517867921,Placebo
4457,0m,30.0827482277853,Placebo
4456,0m,31.0931707676906,Placebo
4455,0m,38.0033167021457,Placebo
4454,0m,54.0629894044926,Placebo
4453,0m,34.3774112428777,Placebo
4452,0m,36.0917293517816,Placebo
4451,0m,34.1125867357213,Placebo
4450,0m,48.6731702345608,Placebo
4449,0m,79.4861540963856,Placebo
4448,0m,46.1112558366407,Placebo
4447,0m,32.0445765724025,Placebo
4446,0m,54.1211435544753,Placebo
4445,0m,39.7469484613252,Placebo
4420,0m,41.9870365188943,Placebo
3886,0m,53.4379353562667,Placebo
4419,0m,58.682617715625,Placebo
4417,0m,38.6392647087011,Placebo
4391,0m,35.5074383903269,Placebo
4390,0m,43.8449376876839,Placebo
4389,0m,35.8342826355382,Placebo
4388,0m,45.4730928603657,Placebo
4387,0m,53.2305802311457,Placebo
4386,0m,72.3395199211484,Placebo
4385,0m,63.8035509389045,Placebo
4384,0m,63.1491536893883,Placebo
4383,0m,54.2555330835263,Placebo
4392,0m,51.1379738818555,Placebo
4382,0m,39.1010716474041,Placebo
