,Group,Values
9045,AZM,38.3120022954037
7529,AZM,63.6500653968693
7530,AZM,35.2682642944357
7531,AZM,30.8180803271951
7532,AZM,57.8706783072001
7533,AZM,41.8147884066401
7534,AZM,40.7307721540151
7535,AZM,36.1753093868771
7536,AZM,51.9526451398108
7528,AZM,48.8500061557299
7537,AZM,60.7114944668172
7539,AZM,48.8437071187533
7540,AZM,37.0898879913016
7541,AZM,45.2134819708862
7542,AZM,42.9092032489277
7543,AZM,44.2020985529873
7544,AZM,68.5574682974044
7545,AZM,39.6689182675913
7546,AZM,72.3381086320495
7538,AZM,83.4436123186918
7547,AZM,54.6005434590934
7527,AZM,45.3864112280044
7525,AZM,30.311522289428
7507,AZM,30.6793962958424
7508,AZM,58.7715660684394
7509,AZM,29.8108440875537
7510,AZM,40.5693400932619
7511,AZM,47.0317180306336
7512,AZM,27.5750237476773
7513,AZM,38.7284308964553
7514,AZM,38.627416329422
7526,AZM,33.4168386161464
7515,AZM,29.5564872597205
7517,AZM,26.8585187217531
7518,AZM,42.3173140199301
7519,AZM,28.7373965906193
7520,AZM,33.1993600530092
7521,AZM,39.4385570492747
7522,AZM,34.4525314332844
7523,AZM,30.5268481785551
7524,AZM,34.3306442565223
7516,AZM,34.0833122018396
7506,AZM,51.2179307655984
7548,AZM,53.5833430051027
7550,AZM,28.7656651004876
7573,AZM,30.0158878237891
7574,AZM,37.6455092306619
7575,AZM,44.1833956691036
7576,AZM,56.1965530954755
7577,AZM,62.5853355179581
7578,AZM,46.5417814257112
7579,AZM,39.4608702323035
7580,AZM,44.4721625522709
7572,AZM,29.2388824966401
7581,AZM,49.9533728187638
7583,AZM,49.4441718380819
7584,AZM,33.2676655414305
7585,AZM,61.3562289123834
7586,AZM,44.4634335325105
7587,AZM,50.8607607615652
7588,AZM,54.8195475790581
7589,AZM,43.3735266150885
7590,AZM,45.003918444063
7582,AZM,47.9476384040775
7549,AZM,47.9170227947911
7571,AZM,53.1824234202846
7569,AZM,34.7464296818656
7551,AZM,56.7252879058208
7552,AZM,57.3704236645192
7553,AZM,42.6758615123451
7554,AZM,48.2720217211853
7555,AZM,39.8734448314045
7556,AZM,62.2183224120671
7557,AZM,51.1785898161963
7558,AZM,37.5627480575042
7570,AZM,47.9539294039166
7559,AZM,44.0837069613786
7561,AZM,48.1181452281306
7562,AZM,42.1409508773077
7563,AZM,44.2667918481139
7564,AZM,46.7375102900149
7565,AZM,38.8944874798936
7566,AZM,42.3507998406188
7567,AZM,33.5292752996423
7568,AZM,49.4697609895881
7560,AZM,54.6006226446195
7591,AZM,44.607120335945
7505,AZM,31.1496805740455
7503,AZM,37.5783545708015
7441,AZM,37.9985497147008
7442,AZM,36.991184578668
7443,AZM,39.479085795793
7444,AZM,32.5422260709059
7445,AZM,41.8114658838025
7446,AZM,38.1650049747558
7447,AZM,34.8725298446276
7448,AZM,47.1477582799124
7440,AZM,38.7053681762648
7449,AZM,31.5024373118794
7451,AZM,39.6834716344598
7452,AZM,24.1797769889383
7453,AZM,42.0339655520348
7454,AZM,59.0573953372678
7455,AZM,40.7035073352554
7456,AZM,52.1404977909376
7457,AZM,35.5410375018963
7458,AZM,34.6766165909969
7450,AZM,31.6620747115696
7459,AZM,39.2788874822222
7439,AZM,38.895003517721
7437,AZM,44.4142627516111
7419,AZM,35.0000832211168
7420,AZM,51.4109990285794
7421,AZM,43.9743685894629
7422,AZM,30.2436322031853
7423,AZM,34.9872753355348
7424,AZM,35.0676608441931
7425,AZM,40.0364008909469
7426,AZM,44.3993804168724
7438,AZM,51.784772366759
7427,AZM,59.9566624202416
7429,AZM,32.3914807246494
7430,AZM,40.1715274770697
7431,AZM,45.5103702728371
7432,AZM,41.1205363359742
7433,AZM,47.6792669079724
7434,AZM,34.4572511919833
7435,AZM,60.1536642632495
7436,AZM,36.0905385749557
7428,AZM,36.6721579255066
7504,AZM,45.9128271214765
7460,AZM,33.561853478393
7462,AZM,26.8868181026329
7485,AZM,23.7437373553531
7486,AZM,20.1952688879438
7487,AZM,24.6854057827757
7488,AZM,35.6816602695128
7489,AZM,39.0067354756934
7490,AZM,49.510475603014
7491,AZM,50.53995617548
7492,AZM,37.0518363418455
7484,AZM,45.2779714806148
7493,AZM,42.067495196262
7495,AZM,36.3843560052593
7496,AZM,41.9608967914881
7497,AZM,34.9788655753522
7498,AZM,40.9219721858111
7499,AZM,43.3593239371736
7500,AZM,64.4443632315191
7501,AZM,32.7090233404845
7502,AZM,21.3738720464703
7494,AZM,44.5647267523862
7461,AZM,26.2413423938085
7483,AZM,26.9911178757161
7481,AZM,27.7447252048622
7463,AZM,60.1733910899759
7464,AZM,24.54046187254
7465,AZM,29.9706359153005
7466,AZM,29.946475916535
7467,AZM,34.429491737497
7468,AZM,31.7743819150007
7469,AZM,52.2550541936923
7470,AZM,46.7288468926271
7482,AZM,30.2258623022334
7471,AZM,58.1952474019144
7473,AZM,25.855444434384
7474,AZM,46.5551522806497
7475,AZM,36.1753741661561
7476,AZM,28.9691747916197
7477,AZM,23.7975747157258
7478,AZM,31.4790060595018
7479,AZM,25.3523741541005
7480,AZM,24.121909417826
7472,AZM,29.9972843550483
7592,AZM,35.6744240533808
7593,AZM,46.7428871935984
7594,AZM,35.8516791899655
7706,AZM,41.7514210459371
7707,AZM,37.7415947133459
7708,AZM,53.3730626581727
7709,AZM,46.9822387014674
7710,AZM,59.7025256781503
7711,AZM,64.9876501188348
7712,AZM,53.7705616248
7713,AZM,48.1676859587703
7705,AZM,58.876884875315
7714,AZM,49.8825699263668
7716,AZM,56.1388848225139
7717,AZM,46.6341607199049
7718,AZM,53.8014029344566
7719,AZM,59.2489919362631
7720,AZM,39.1319745921492
7721,AZM,60.4132651723705
7722,AZM,47.1739950427014
7723,AZM,44.6848312968696
7715,AZM,40.5655288661585
7724,AZM,57.058700216785
7704,AZM,52.8361411318797
7702,AZM,50.8478312478767
7684,AZM,27.4389956017547
7685,AZM,18.7003235766756
7686,AZM,32.5846931129678
7687,AZM,40.799435984264
7688,AZM,17.5043254547013
7689,AZM,46.9934162707477
7690,AZM,31.9562801204732
7691,AZM,41.4928169845805
7703,AZM,54.3432498805124
7692,AZM,48.3261849997683
7694,AZM,52.9849404372563
7695,AZM,30.6545690098077
7696,AZM,33.0667289676493
7697,AZM,49.6538404132332
7698,AZM,49.1536814066687
7699,AZM,64.0502749350917
7700,AZM,52.6139062725615
7701,AZM,53.9120829127356
7693,AZM,62.5196562063068
7683,AZM,33.0842652743423
7725,AZM,42.0858025143429
7727,AZM,49.8669525340914
7750,AZM,36.2880189545034
7751,AZM,60.4043097375052
7752,AZM,37.0016088646851
7753,AZM,38.0499630209719
7754,AZM,33.9646673513782
7755,AZM,24.0586578643789
7756,AZM,42.5318979933346
7757,AZM,43.0117779108259
7749,AZM,57.1384449316444
7758,AZM,32.4410211829094
7760,AZM,30.4098012051308
7761,AZM,42.416343546966
7762,AZM,32.8617130378406
7763,AZM,30.7867995908157
7764,AZM,36.3463660729669
7765,AZM,38.579568380553
7766,AZM,30.326498957546
7767,AZM,29.6255580500802
7759,AZM,32.6031563494337
7726,AZM,54.0442199125506
7748,AZM,31.1400709006953
7746,AZM,35.7755480980692
7728,AZM,52.4540757763526
7729,AZM,32.4195570934601
7730,AZM,56.2329108421525
7731,AZM,50.5903265204648
7732,AZM,31.0293415245103
7733,AZM,46.8668752919826
7734,AZM,58.5272878129564
7735,AZM,38.3055980389287
7747,AZM,37.6640634896291
7736,AZM,39.5565439171703
7738,AZM,35.2831902258058
7739,AZM,42.6183145922503
7740,AZM,33.1001304080923
7741,AZM,39.2802614760449
7742,AZM,37.2945355160472
7743,AZM,70.102224069639
7744,AZM,34.4916529422026
7745,AZM,27.517218582153
7737,AZM,43.1676379188808
7682,AZM,31.1685415210743
7681,AZM,27.4864346747991
7680,AZM,34.0336038808878
7617,AZM,78.0702285389707
7618,AZM,43.3236458626897
7619,AZM,25.0228602587233
7620,AZM,36.2581353698428
7621,AZM,44.9403252912282
7622,AZM,30.5045283547373
7623,AZM,64.7241695135207
7624,AZM,35.4892114090258
7616,AZM,45.0794538923275
7625,AZM,68.40894591771
7627,AZM,40.1420962547878
7628,AZM,39.1595853190827
7629,AZM,25.8822645612752
7630,AZM,49.8961807817947
7631,AZM,48.7214688299428
7632,AZM,36.5619776269463
7633,AZM,32.6341812311902
7634,AZM,33.398749518863
7626,AZM,44.0019742910562
7635,AZM,52.537396455645
7615,AZM,41.6313363175522
7613,AZM,44.8325274643916
7595,AZM,51.5874862839659
7596,AZM,53.5025657776049
7597,AZM,32.5171750923587
7598,AZM,50.7391132832784
7599,AZM,45.5067150672387
7600,AZM,39.9316030889821
7601,AZM,47.6952080282049
7602,AZM,37.9976317553676
7614,AZM,37.2099500336594
7603,AZM,44.987279829171
7605,AZM,40.5945879220128
7606,AZM,41.2972068797598
7607,AZM,55.1266299036094
7608,AZM,61.8282476110046
7609,AZM,38.3857513235789
7610,AZM,34.7040613588032
7611,AZM,49.938264169048
7612,AZM,41.4803742083824
7604,AZM,39.4394833024213
7636,AZM,35.2706836112809
7637,AZM,36.2697240063419
7638,AZM,33.1154261274361
7662,AZM,39.1419251624413
7663,AZM,26.098053262891
7664,AZM,57.0835456750535
7665,AZM,33.2730100497244
7666,AZM,62.3281726171725
7667,AZM,35.5793366902737
7668,AZM,33.9100072491987
7669,AZM,41.286783362941
7661,AZM,30.3704223842134
7670,AZM,22.2280870356122
7672,AZM,39.2190341225442
7673,AZM,30.1891514303226
7674,AZM,27.4259657425308
7675,AZM,24.5980179732591
7676,AZM,44.3289855138704
7677,AZM,31.1882554099832
7678,AZM,27.5394649292723
7679,AZM,34.6299240210501
7671,AZM,40.8815477214749
7660,AZM,19.1605920068469
7659,AZM,33.945882374655
7658,AZM,69.8058098044323
7639,AZM,40.6963437384991
7640,AZM,34.697982737729
7641,AZM,37.2254294092255
7642,AZM,34.259256882376
7643,AZM,36.9907265071255
7644,AZM,23.9728099985646
7645,AZM,35.4929217939068
7646,AZM,47.3849684001253
7647,AZM,35.296610163963
7648,AZM,45.9752958570989
7649,AZM,55.6160182365876
7650,AZM,34.9379775815162
7651,AZM,36.980894819106
7652,AZM,43.5417522887993
7653,AZM,34.7286769499612
7654,AZM,38.3604102113378
7655,AZM,31.9278066299115
7656,AZM,35.0061767455325
7657,AZM,40.6991029443876
7418,AZM,48.4866950596388
7768,AZM,33.2453561591532
7417,AZM,42.1606544077517
7415,AZM,29.7097585253423
7176,AZM,29.8067082337967
7177,AZM,21.6827144582311
7178,AZM,20.9246453949902
7179,AZM,41.5846710830889
7180,AZM,22.5405947487129
7181,AZM,51.5994269481282
7182,AZM,33.2906726430931
7183,AZM,63.3078186483524
7175,AZM,63.5005110704613
7184,AZM,31.8056262411558
7186,AZM,46.1341016763385
7187,AZM,29.4515912121184
7188,AZM,31.976578299985
7189,AZM,27.7598329439911
7190,AZM,30.7096077107975
7191,AZM,22.2347903614812
7192,AZM,31.775071168876
7193,AZM,44.0105676328056
7185,AZM,25.0194866911719
7194,AZM,53.9453340636818
7174,AZM,36.0830770145633
7172,AZM,23.1962471596594
7154,AZM,61.1524069325447
7155,AZM,44.8300238147722
7156,AZM,65.2094773829045
7157,AZM,36.6890113897152
7158,AZM,11.9511577465018
7159,AZM,40.7279201298251
7160,AZM,35.0095826933781
7161,AZM,37.092672128428
7173,AZM,30.3546681388288
7162,AZM,31.5015699738395
7164,AZM,30.626678902765
7165,AZM,38.0759622018161
7166,AZM,54.9733557851101
7167,AZM,36.1278661507815
7168,AZM,46.9942118381811
7169,AZM,43.2274381454213
7170,AZM,29.0029764369533
7171,AZM,30.0530621720983
7163,AZM,35.3945336746236
7153,AZM,25.2367488625376
7195,AZM,53.503050969595
7197,AZM,27.13552710889
7220,AZM,37.823138554663
7221,AZM,36.1442489028894
7222,AZM,57.6984660350296
7223,AZM,61.2418335500778
7224,AZM,48.8663885959259
7225,AZM,58.1016783742924
7226,AZM,41.0905560848331
7227,AZM,45.9426539509218
7219,AZM,39.9875321219549
7228,AZM,50.6724212324762
7230,AZM,44.4975698844277
7231,AZM,37.5475109835232
7232,AZM,61.4260268279269
7233,AZM,29.5674929379015
7234,AZM,31.9599491673863
7235,AZM,44.5076543853531
7236,AZM,43.010447359342
7237,AZM,32.431066750496
7229,AZM,40.2836075848924
7196,AZM,69.4495204997239
7218,AZM,34.36020538913
7216,AZM,21.0852576271711
7198,AZM,41.6924437434874
7199,AZM,48.0508654250308
7200,AZM,49.8026355161006
7201,AZM,33.0253910215764
7202,AZM,35.7618368780836
7203,AZM,40.5378448614892
7204,AZM,31.3279213554479
7205,AZM,42.1953349446337
7217,AZM,20.9771616524002
