,Group,Values
9045,AZM,0.308115981610451
7529,AZM,0.42717897393499
7530,AZM,0.233744088028056
7531,AZM,0.231640907803204
7532,AZM,0.510069329811819
7533,AZM,0.534102526654009
7534,AZM,0.596114982052906
7535,AZM,0.329270729270729
7536,AZM,0.833064825469889
7528,AZM,0.439981096408318
7537,AZM,0.595214356929212
7539,AZM,0.407113953422564
7540,AZM,0.339382568650861
7541,AZM,0.628517379995271
7542,AZM,0.406887249067682
7543,AZM,0.457806859205776
7544,AZM,0.429678609872367
7545,AZM,0.288127260596271
7546,AZM,0.467793160864605
7538,AZM,0.595398651328838
7547,AZM,0.37340183089343
7527,AZM,0.31921906693712
7525,AZM,0.28728194523198
7507,AZM,0.302483813147017
7508,AZM,0.474225815729763
7509,AZM,0.270596791789567
7510,AZM,0.830802415875755
7511,AZM,0.298061960673363
7512,AZM,0.221838478981336
7513,AZM,0.404984423676012
7514,AZM,0.67499261010937
7526,AZM,0.216205687573042
7515,AZM,0.331908610506683
7517,AZM,0.385114485871456
7518,AZM,0.456317722265041
7519,AZM,0.232068698528894
7520,AZM,0.34664554813893
7521,AZM,0.264767199444058
7522,AZM,0.472596624006123
7523,AZM,0.174493881674962
7524,AZM,0.416439080257246
7516,AZM,0.8178611092964
7506,AZM,0.426294820717131
7548,AZM,0.845394736842105
7550,AZM,0.175037745344741
7573,AZM,0.539409572943537
7574,AZM,0.262379198539365
7575,AZM,0.731893638901131
7576,AZM,0.521657021017362
7577,AZM,0.465318311388625
7578,AZM,0.359531772575251
7579,AZM,0.482223367254927
7580,AZM,0.631514883257718
7572,AZM,0.389636383854109
7581,AZM,0.355528337601603
7583,AZM,0.376269998832185
7584,AZM,0.294697822201628
7585,AZM,0.384863029735425
7586,AZM,0.381090277275031
7587,AZM,0.823847718463369
7588,AZM,0.49427031552509
7589,AZM,0.388244245767548
7590,AZM,0.366333003336633
7582,AZM,0.522679939284832
7549,AZM,0.340386460189119
7571,AZM,0.463204358921305
7569,AZM,0.291791090255348
7551,AZM,0.467418546365915
7552,AZM,0.754573819316409
7553,AZM,0.308081559755916
7554,AZM,0.833028909743654
7555,AZM,0.462537373376768
7556,AZM,0.501056171056602
7557,AZM,0.338363673276037
7558,AZM,0.350558965366068
7570,AZM,0.388825881931594
7559,AZM,0.319043844136838
7561,AZM,0.315723360729283
7562,AZM,0.419092358023656
7563,AZM,0.266604543555798
7564,AZM,0.358821335322641
7565,AZM,0.2028065984922
7566,AZM,0.445101985640902
7567,AZM,0.304729256515168
7568,AZM,0.386444160254932
7560,AZM,0.556997445151872
7591,AZM,0.658328045155472
7505,AZM,0.406962124783907
7503,AZM,0.597837748617645
7441,AZM,0.656270905673601
7442,AZM,0.339121178857732
7443,AZM,0.813685927706706
7444,AZM,0.461322081575246
7445,AZM,0.43253486961795
7446,AZM,0.303503252802297
7447,AZM,0.419953128543709
7448,AZM,0.362678893983604
7440,AZM,0.372767468579187
7449,AZM,0.441499676793794
7451,AZM,0.442894668689186
7452,AZM,0.280531089785724
7453,AZM,0.640349431349926
7454,AZM,0.538114991748071
7455,AZM,0.375371365624061
7456,AZM,0.379996736824931
7457,AZM,0.525500248689597
7458,AZM,0.679562683096252
7450,AZM,0.310531400966184
7459,AZM,0.769958475131912
7439,AZM,0.267155674102813
7437,AZM,0.820191224052059
7419,AZM,0.189914789307809
7420,AZM,0.309703627417325
7421,AZM,0.483775617446138
7422,AZM,0.368767035433702
7423,AZM,0.549587231700605
7424,AZM,0.264713851341181
7425,AZM,0.797124751726095
7426,AZM,0.491540256709452
