,Visit,Values,Arm
0,12m,34.8783154390486,Placebo
4002,12m,35.6942929087762,Placebo
4001,12m,41.0590523277877,Placebo
4000,12m,61.8315497529446,Placebo
3999,12m,37.4566086097016,Placebo
3998,12m,36.3312197040046,Placebo
3997,12m,34.9261762994692,Placebo
3996,12m,74.7842143546126,Placebo
3995,12m,39.169889453376,Placebo
3994,12m,40.0906786069515,Placebo
3993,12m,41.0974089758806,Placebo
3992,12m,35.2124195042915,Placebo
3991,12m,37.1357943501223,Placebo
3990,12m,60.4773466714195,Placebo
3989,12m,36.8640877588731,Placebo
3988,12m,46.884556696779,Placebo
3987,12m,43.7182025563183,Placebo
3986,12m,42.2805705016982,Placebo
3985,12m,41.8470044052231,Placebo
3984,12m,41.9723828587815,Placebo
4003,12m,38.3552118736627,Placebo
3983,12m,52.4081840108503,Placebo
4004,12m,38.6057286785985,Placebo
4006,12m,44.2223180921625,Placebo
4025,12m,62.5087853827287,Placebo
4024,12m,22.6480635845974,Placebo
4023,12m,28.0987687441322,Placebo
4022,12m,32.3061456953696,Placebo
4021,12m,27.7043501304597,Placebo
4020,12m,33.1732854825093,Placebo
4019,12m,45.4075710415652,Placebo
4018,12m,52.7364984430538,Placebo
4017,12m,37.1752475602379,Placebo
4016,12m,51.3013444753663,Placebo
4015,12m,30.1865299012066,Placebo
4014,12m,40.3449959720274,Placebo
4013,12m,32.0395594892368,Placebo
4012,12m,46.3792897036582,Placebo
4011,12m,53.6430019791145,Placebo
4010,12m,43.2216029756718,Placebo
4009,12m,23.1811132027072,Placebo
4008,12m,70.6427512878592,Placebo
4007,12m,30.0615236806835,Placebo
4005,12m,48.706285409007,Placebo
3982,12m,46.999122036511,Placebo
3981,12m,38.8980178976409,Placebo
3980,12m,67.7119186331908,Placebo
3955,12m,42.5504042041868,Placebo
3954,12m,42.5776147563549,Placebo
3953,12m,43.3296486032794,Placebo
3952,12m,34.5854090564074,Placebo
3951,12m,48.0493752957042,Placebo
3950,12m,49.325498137223,Placebo
3949,12m,43.0025149141987,Placebo
3948,12m,38.5886532958854,Placebo
