feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV_205	visit	Week 72	0.173845992320109	0.156675410139949	220	42	0.26839679428246	0.947337849874676
ASV_209	visit	Week 72	0.111618008837679	0.137759003056264	220	33	0.418685191844352	0.947337849874676
F0058	visit	Week 72	0.128899820504731	0.106207178329897	220	25	0.226189352687895	0.947337849874676
ASV_214	visit	Week 72	-0.130261062573754	0.125178309843597	220	9	0.299212031389746	0.947337849874676
ASV_216	visit	Week 72	0.0698648204619017	0.128602940742066	220	16	0.587505925818672	0.947337849874676
Hydrogenophaga	visit	Week 72	0.0479455508988274	0.0660991428042481	220	7	0.469010264626077	0.947337849874676
Catonella	visit	Week 72	-0.188551617806334	0.20422344566974	220	46	0.356891757224045	0.947337849874676
Candidatus_Saccharimonas	visit	Week 72	-0.0952477305418727	0.111460902340445	220	28	0.393744299145425	0.947337849874676
ASV_239	visit	Week 72	-0.0361194532024221	0.100964171762383	220	12	0.720880087818505	0.947337849874676
ASV_242	visit	Week 72	-0.0906278400389446	0.0989622981247275	220	6	0.360793414670617	0.947337849874676
Mogibacterium	visit	Week 72	-0.103666642353122	0.136505125111845	220	38	0.448413355352193	0.947337849874676
Cardiobacterium	visit	Week 72	-0.183356621206055	0.110781783370252	220	21	0.0993400103445736	0.947337849874676
ASV_280	visit	Week 72	0.0808115487916606	0.105514411420406	220	12	0.44457519199145	0.947337849874676
ASV_283	visit	Week 72	0.0305654096423405	0.0788307036984553	220	7	0.698590593164414	0.947337849874676
Comamonas	visit	Week 72	-0.0654466202432204	0.112834858921851	220	19	0.562499258241714	0.947337849874676
Capnocytophaga	visit	Week 72	0.201631334577166	0.248015708487197	220	15	0.417117596335005	0.947337849874676
ASV_286	visit	Week 72	-0.0843191832522648	0.0871079586957489	220	4	0.334124614598519	0.947337849874676
Atopobium	visit	Week 72	-0.243430945304338	0.181482478379056	220	37	0.181203588276365	0.947337849874676
Kingella	visit	Week 72	-0.0477208137134823	0.164131266951139	220	7	0.771520583182474	0.947337849874676
ASV_307	visit	Week 72	-0.143291852395369	0.111405422408522	220	19	0.199730754235994	0.947337849874676
Mycoplasma	visit	Week 72	0.0366774137554201	0.149355328656969	220	32	0.806244978616746	0.947337849874676
Tannerella	visit	Week 72	0.0611616916116907	0.136977473370538	220	22	0.655672743163189	0.947337849874676
Parvimonas	visit	Week 72	0.109824413566408	0.20075145512617	220	19	0.584892557334722	0.947337849874676
ASV_331	visit	Week 72	-0.075246968102703	0.075302525249009	220	11	0.318775550727326	0.947337849874676
Dialister	visit	Week 72	0.0312707992245789	0.108549762072732	220	18	0.773560723533642	0.947337849874676
ASV_339	visit	Week 72	0.0300387997677054	0.0595157799225171	220	2	0.614265368515266	0.947337849874676
Peptococcus	visit	Week 72	-0.195918312774775	0.112057849540319	220	38	0.0818080633387543	0.947337849874676
Hyphomicrobium	visit	Week 72	0.058930198225414	0.0364586672369573	220	3	0.107463462525832	0.947337849874676
ASV_383	visit	Week 72	0.12256733304949	0.0667400530526858	220	6	0.0676471443105831	0.947337849874676
ASV_409	visit	Week 72	-0.0320404008835825	0.042882475653088	220	3	0.455767453184298	0.947337849874676
F0332	visit	Week 72	-0.0884593217164922	0.0751301435377467	220	8	0.240313937399015	0.947337849874676
ASV_422	visit	Week 72	-0.0282879971509482	0.0630467867788735	220	8	0.654106292935385	0.947337849874676
ASV_428	visit	Week 72	0.105853064816827	0.0627648665890149	220	3	0.0931296767725197	0.947337849874676
Peptoanaerobacter	visit	Week 72	-0.168329875256885	0.0937539330482547	220	13	0.073968068545288	0.947337849874676
Delftia	visit	Week 72	0.0206786232478768	0.0393288120970076	220	3	0.599569841319876	0.947337849874676
Sphingopyxis	visit	Week 72	0.0802270462834184	0.044644892433038	220	4	0.0737191487436371	0.947337849874676
Lactobacillus	visit	Week 72	-0.118599762234674	0.203106392133072	220	4	0.559871624558209	0.947337849874676
Lentimicrobium	visit	Week 72	0.025576166020399	0.102058644259537	220	15	0.802357364993536	0.947337849874676
ASV_461	visit	Week 72	0.0180070410415158	0.0592411078513531	220	8	0.761446828589354	0.947337849874676
ASV_472	visit	Week 72	0.0272628110764296	0.0681621300542841	220	7	0.689570201285472	0.947337849874676
ASV_485	visit	Week 72	0.0697392559539265	0.0575516567660276	220	6	0.226912989835266	0.947337849874676
Amnipila	visit	Week 72	-0.0806651895938343	0.0820242013857514	220	11	0.326485255973112	0.947337849874676
Bulleidia	visit	Week 72	0.0533697448141223	0.0622738517635866	220	10	0.39237665838668	0.947337849874676
ASV_508	visit	Week 72	-0.0223206666699466	0.0666541483958977	220	5	0.738042967642375	0.947337849874676
Rikenellaceae_RC9_gut_group	visit	Week 72	-0.0370416161412779	0.0552845961180106	220	6	0.503556085535324	0.947337849874676
Sneathia	visit	Week 72	0.0162236352524183	0.0599411711412661	220	2	0.786909166159671	0.947337849874676
ASV_533	visit	Week 72	0.0421979288308914	0.0341138264411551	220	2	0.217427450980124	0.947337849874676
ASV_540	visit	Week 72	0.0759132204800742	0.0571811590895908	220	8	0.185701617811963	0.947337849874676
Centipeda	visit	Week 72	-0.0978007919934543	0.112728637364541	220	12	0.386579839959224	0.947337849874676
ASV_561	visit	Week 72	-0.0150490268514944	0.0523915736855031	220	5	0.774200366335156	0.947337849874676
ASV_572	visit	Week 72	0.0848267161571835	0.0626733806760819	220	2	0.177306331205117	0.947337849874676
Staphylococcus	visit	Week 72	0.0544414437740819	0.120453740189293	220	2	0.651740163284376	0.947337849874676
ASV_586	visit	Week 72	0.0578085707603185	0.0438076547943617	220	2	0.188352832546059	0.947337849874676
Defluviitaleaceae_UCG.011	visit	Week 72	-0.110437621806368	0.0919696513073895	220	16	0.231129943266893	0.947337849874676
Johnsonella	visit	Week 72	-0.0991587539882428	0.0983384877548431	220	7	0.314408550338967	0.947337849874676
ASV_639	visit	Week 72	0.072232520064105	0.0641392173501224	220	11	0.261326122640714	0.947337849874676
Shuttleworthia	visit	Week 72	-0.0359887971673353	0.0500681372615415	220	2	0.473036105971828	0.947337849874676
Family_XIII_UCG.001	visit	Week 72	-0.0951793028087565	0.0543593949807097	220	9	0.081365128335709	0.947337849874676
Fretibacterium	visit	Week 72	0.0203602646750279	0.0603854671208901	220	9	0.736311940554383	0.947337849874676
Alysiella	visit	Week 72	0.0239937164188712	0.0849731317318089	220	5	0.777929042314209	0.947337849874676
Anaeroglobus	visit	Week 72	-0.110152610816317	0.0765319205524522	220	7	0.151499055489063	0.947337849874676
ASV_821	visit	Week 72	0.0541835373646805	0.0413016187676244	220	2	0.190934139487488	0.947337849874676
ASV_854	visit	Week 72	0.0332812992580575	0.0482925297003536	220	4	0.491455176712759	0.947337849874676
ASV_897	visit	Week 72	-0.0179440607707538	0.0401077511315254	220	2	0.655033140737749	0.947337849874676
Olsenella	visit	Week 72	0.0303614671791439	0.0578769736368823	220	2	0.600403834312647	0.947337849874676
Scardovia	visit	Week 72	-0.0276008302661833	0.0379134775789081	220	3	0.467397718462789	0.947337849874676
ASV_934	visit	Week 72	0.0319803824976878	0.0444518578385938	220	4	0.472641253678734	0.947337849874676
Prevotellaceae_YAB2003_group	visit	Week 72	-0.154341886963611	0.113138157462026	220	2	0.17391463859456	0.947337849874676
ASV_976	visit	Week 72	-0.0069988534586998	0.0247175069767598	220	2	0.777327719406688	0.947337849874676
ASV_1004	visit	Week 72	0.0256790444925974	0.0475487962409391	220	6	0.589709212844011	0.947337849874676
Desulfomicrobium	visit	Week 72	-0.0281691971478317	0.0556922456336879	220	5	0.613507369759617	0.947337849874676
ASV_1202	visit	Week 72	-0.0461617503907012	0.0324094986437547	220	2	0.155781473810169	0.947337849874676
ASV_1258	visit	Week 72	-0.0359382251627797	0.0417306139713599	220	3	0.390076493064596	0.947337849874676
ASV_1343	visit	Week 72	-0.0501908907188013	0.0334539165625769	220	2	0.134983740732549	0.947337849874676
ASV_1456	visit	Week 72	-0.0383417388886729	0.0259436491190569	220	2	0.140881766586099	0.947337849874676
ASV_1483	visit	Week 72	0.0349387679561844	0.0282440585325423	220	2	0.217406572109225	0.947337849874676
ASV_1494	visit	Week 72	-0.0114034745082327	0.0370573966887377	220	2	0.758585656245573	0.947337849874676
ASV_1770	visit	Week 72	0.00770483819660268	0.029847951144854	220	2	0.7965452871342	0.947337849874676
Veillonella	visit	Week 72	-0.153544577143499	1.01962730547788	220	174	0.880439244373683	0.947408204926865
Granulicatella	visit	Week 72	-0.0959162202809565	0.600144768592087	220	198	0.873169429851423	0.947408204926865
Escherichia.Shigella	visit	Week 72	-0.00734631902979253	0.0338953497089644	220	2	0.828617319636481	0.947408204926865
ASV_68	visit	Week 72	-0.0475389871141643	0.213745305063965	220	24	0.824203345040628	0.947408204926865
ASV_203	visit	Week 72	-0.0207985115391642	0.12101030672346	220	8	0.863696121210015	0.947408204926865
Conchiformibius	visit	Week 72	-0.0276015104151274	0.175607259544896	220	25	0.875250435239124	0.947408204926865
Selenomonas	visit	Week 72	-0.0328004148587279	0.172355918747567	220	35	0.849246222565345	0.947408204926865
Butyrivibrio	visit	Week 72	-0.0242609728319403	0.119864793140145	220	30	0.839790585328884	0.947408204926865
ASV_525	visit	Week 72	-0.00849251756134778	0.0561980934291908	220	2	0.880022740857472	0.947408204926865
ASV_591	visit	Week 72	0.00776775131337154	0.0452605892628047	220	2	0.863893246497545	0.947408204926865
ASV_682	visit	Week 72	-0.0164587017009548	0.0704787890781171	220	10	0.815571327914974	0.947408204926865
ASV_709	visit	Week 72	-0.00580178233165253	0.0420181680388901	220	2	0.890306270250278	0.947408204926865
ASV_1604	visit	Week 72	-0.00545868844089939	0.0407859424885749	220	2	0.893654547909738	0.947408204926865
Filifactor	visit	Week 72	-0.0101217645970135	0.122524910284041	220	24	0.934237569104066	0.983041024206517
TM7x	visit	Week 72	0.011987640147744	0.174943888685535	220	59	0.945432302485971	0.987451515929792
Desulfobulbus	visit	Week 72	-0.00157869188283263	0.0275739845021012	220	2	0.954396143479071	0.989484236989331
ASV_260	visit	Week 72	0.00177812806721146	0.0759437548260845	220	4	0.981341654544845	0.995461678351245
ASV_644	visit	Week 72	-0.000927677344375689	0.0374874241899978	220	4	0.980279912307595	0.995461678351245
Mobiluncus	visit	Week 72	0.00114740130999685	0.0409842397587436	220	2	0.977690826165879	0.995461678351245
ASV_329	visit	Week 72	-0.000736803808858336	0.0738393840718253	220	4	0.992047593422344	0.997250880318517
ASV_1095	visit	Week 72	0.000117140534478677	0.0339589855445482	220	4	0.997250880318517	0.997250880318517
