feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Neisseria	visit	Week 72	1.31196319840677	1.39243190765043	220	199	0.347128114922952	0.947337849874676
Streptococcus	visit	Week 72	-1.76961318485708	1.55365946953027	220	216	0.255954529200792	0.947337849874676
Haemophilus	visit	Week 72	0.363798523206213	1.02439045850595	220	215	0.722830626977868	0.947337849874676
Prevotella	visit	Week 72	-0.825178605718138	2.22154689823649	220	78	0.710668166063607	0.947337849874676
Moraxella	visit	Week 72	-0.243800910416093	0.50208960761195	220	96	0.627757948832532	0.947337849874676
Fusobacterium	visit	Week 72	1.45509845749041	0.999791712354284	220	137	0.146996611823339	0.947337849874676
Porphyromonas	visit	Week 72	0.509862836532605	0.705998909953898	220	162	0.470953821725273	0.947337849874676
Lautropia	visit	Week 72	0.175463506309805	0.293843239417664	220	165	0.55103824305643	0.947337849874676
Actinobacillus	visit	Week 72	0.765115629341222	0.577722046138836	220	119	0.186768183864249	0.947337849874676
Gemella	visit	Week 72	-0.169141184751011	0.200340092132139	220	201	0.399443921687514	0.947337849874676
Alloprevotella	visit	Week 72	0.805421571653338	0.766810260809182	220	106	0.294718747073054	0.947337849874676
Leptotrichia	visit	Week 72	0.279989857445489	0.780305444836637	220	42	0.7200763868558	0.947337849874676
Rothia	visit	Week 72	-0.584734210340249	0.663208552156766	220	179	0.378923810751623	0.947337849874676
Aggregatibacter	visit	Week 72	0.335490194740219	0.34208360638325	220	136	0.327815142031885	0.947337849874676
ASV_52	visit	Week 72	0.150934121933261	0.278259513778164	220	64	0.588081790482123	0.947337849874676
Actinomyces	visit	Week 72	-0.454032661970087	0.553368842587131	220	146	0.412834050452871	0.947337849874676
ASV_62	visit	Week 72	0.265373706890334	0.267999691864768	220	83	0.323173397273266	0.947337849874676
Campylobacter	visit	Week 72	0.283063395718546	0.340774577518079	220	140	0.407081835129377	0.947337849874676
Bergeyella	visit	Week 72	0.167257327642513	0.26074601564561	220	59	0.521899722980196	0.947337849874676
ASV_77	visit	Week 72	-0.25688941314071	0.257410796701618	220	84	0.319398157613542	0.947337849874676
Dolosigranulum	visit	Week 72	-0.0466982597430655	0.114525192245909	220	17	0.683853453905652	0.947337849874676
Streptobacillus	visit	Week 72	0.2671660779079	0.288921150098195	220	78	0.356143177541605	0.947337849874676
Oribacterium	visit	Week 72	-0.0676944516720923	0.242007392949407	220	76	0.779957098759456	0.947337849874676
ASV_112	visit	Week 72	0.184144427755562	0.174897846221349	220	16	0.293566875963781	0.947337849874676
Stomatobaculum	visit	Week 72	-0.282830471341527	0.293231124454301	220	87	0.335848565233497	0.947337849874676
ASV_120	visit	Week 72	0.308590380772867	0.125061995909541	220	6	0.014376167330114	0.947337849874676
ASV_126	visit	Week 72	-0.0561917524813068	0.0962618022316302	220	4	0.559999512245718	0.947337849874676
Mannheimia	visit	Week 72	0.088034391299022	0.208229055179808	220	33	0.672874919283107	0.947337849874676
Tropheryma	visit	Week 72	0.110105543327528	0.156683095529241	220	15	0.482975211647183	0.947337849874676
Lachnoanaerobaculum	visit	Week 72	-0.0640991561579498	0.259375896547765	220	100	0.805041415228669	0.947337849874676
Solobacterium	visit	Week 72	0.0981310393827085	0.189615817135537	220	80	0.605314043171089	0.947337849874676
Peptostreptococcus	visit	Week 72	-0.312997781887493	0.190770398937624	220	99	0.102300847874477	0.947337849874676
Abiotrophia	visit	Week 72	-0.0491173711170951	0.161380485070294	220	38	0.761145829258996	0.947337849874676
Oceanivirga	visit	Week 72	-0.091170129351436	0.151239535510136	220	20	0.547255409918176	0.947337849874676
Corynebacterium	visit	Week 72	0.398626474212401	0.292294928770187	220	60	0.174042804386376	0.947337849874676
ASV_157	visit	Week 72	0.292694491666874	0.165551486669817	220	30	0.0784601917472231	0.947337849874676
ASV_163	visit	Week 72	0.0719376357318396	0.116520373973539	220	15	0.537626812999402	0.947337849874676
ASV_180	visit	Week 72	-0.108828783302966	0.14968482080239	220	19	0.467973577224896	0.947337849874676
ASV_182	visit	Week 72	-0.186226740284325	0.107458798359312	220	9	0.0845087022421924	0.947337849874676
ASV_187	visit	Week 72	0.198128513612802	0.129948078816455	220	20	0.128789714355291	0.947337849874676
Treponema	visit	Week 72	-0.4050695352658	0.583198156943563	220	10	0.488066971376382	0.947337849874676
Eikenella	visit	Week 72	0.0522009115845074	0.172887181436042	220	14	0.762988490847729	0.947337849874676
