"Neiss_azm0"
"upper",0.219552974274629
"mean",0.195580216105559
"lower",0.171607457936488
"Neiss_azm12"
"upper",0.227784379527832
"mean",0.20467148767161
"lower",0.181558595815388
"Neiss_azm18"
"upper",0.261649061708434
"mean",0.232466495910475
"lower",0.203283930112515
"Neiss_pla0"
"upper",0.203449612991934
"mean",0.180534677514878
"lower",0.157619742037822
"Neiss_pla12"
"upper",0.201633792559229
"mean",0.177276883532006
"lower",0.152919974504784
"Neiss_pla18"
"upper",0.241955245782255
"mean",0.207883122271423
"lower",0.173810998760591
"Veillo_azm0"
"upper",0.042424027857377
"mean",0.0372848466951164
"lower",0.0321456655328557
"Veillo_azm12"
"upper",0.060452364741326
"mean",0.053754112237909
"lower",0.047055859734492
"Veillo_azm18"
"upper",0.0426059833038412
"mean",0.0368330064105894
"lower",0.0310600295173375
"Veillo_pla0"
"upper",0.0475158808632254
"mean",0.0409517447338506
"lower",0.0343876086044758
"Veillo_pla12"
"upper",0.0399819548327567
"mean",0.0337622923725602
"lower",0.0275426299123638
"Veillo_pla18"
"upper",0.0432766872649335
"mean",0.03523571395217
"lower",0.0271947406394066
"Haem_azm0"
"upper",0.295209949076366
"mean",0.254667437117222
"lower",0.214124925158077
"Haem_azm12"
"upper",0.208962309653283
"mean",0.17498747470483
"lower",0.141012639756377
"Haem_azm18"
"upper",0.271784990897452
"mean",0.229853127723438
"lower",0.187921264549423
"Haem_pla0"
"upper",0.297616915871545
"mean",0.256110752002371
"lower",0.214604588133196
"Haem_pla12"
"upper",0.332553688580918
"mean",0.284311136434188
"lower",0.236068584287459
"Haem_pla18"
"upper",0.324688554090061
"mean",0.271878367786044
"lower",0.219068181482027
"Allo_azm0"
"upper",0.0372938307271973
"mean",0.032058974615665
"lower",0.0268241185041327
"Allo_azm12"
"upper",0.0272186339543858
"mean",0.0227814221592209
"lower",0.0183442103640559
"Allo_azm18"
"upper",0.031098734198648
"mean",0.0257202282898615
"lower",0.020341722381075
"Allo_pla0"
"upper",0.0329911373591507
"mean",0.0282207719049166
"lower",0.0234504064506825
"Allo_pla12"
"upper",0.0235299242843773
"mean",0.0196722873184836
"lower",0.0158146503525898
"Allo_pla18"
"upper",0.0339386931154703
"mean",0.0272285372795369
"lower",0.0205183814436035
"Fuso_azm0"
"upper",0.0418789340509369
"mean",0.033890861009378
"lower",0.0259027879678191
"Fuso_azm12"
"upper",0.0256364350374196
"mean",0.0216262801623079
"lower",0.0176161252871961
"Fuso_azm18"
"upper",0.0396773871023499
"mean",0.0323907115278605
"lower",0.0251040359533712
"Fuso_pla0"
"upper",0.0384329375910405
"mean",0.0313499198431619
"lower",0.0242669020952834
"Fuso_pla12"
"upper",0.0436572560920302
"mean",0.0352731711184597
"lower",0.0268890861448891
"Fuso_pla18"
"upper",0.0470201643050428
"mean",0.0384437836793994
"lower",0.0298674030537559
"Lepto_azm0"
"upper",0.031118372209252
"mean",0.0240974686309253
"lower",0.0170765650525986
"Lepto_azm12"
"upper",0.029221292088473
"mean",0.0216350305739942
"lower",0.0140487690595154
"Lepto_azm18"
"upper",0.0284215270541274
"mean",0.0218332475162384
"lower",0.0152449679783494
"Lepto_pla0"
"upper",0.0272631973291883
"mean",0.0219919688524555
"lower",0.0167207403757228
"Lepto_pla12"
"upper",0.0259782310797444
"mean",0.0199920194019034
"lower",0.0140058077240625
"Lepto_pla18"
"upper",0.0256820800051595
"mean",0.0196196852039491
"lower",0.0135572904027386
"Morax_azm0"
"upper",0.0341816026310239
"mean",0.0217158822771766
"lower",0.00925016192332924
"Morax_azm12"
"upper",0.0206929625234125
"mean",0.00933265559387587
"lower",-0.00202765133566073
"Morax_azm18"
"upper",0.0172325494083405
"mean",0.0101905572536559
"lower",0.00314856509897124
"Morax_pla0"
"upper",0.0421255243392997
"mean",0.0283936991148487
"lower",0.0146618738903978
"Morax_pla12"
"upper",0.0646474909077457
"mean",0.0405987306787597
"lower",0.0165499704497736
"Morax_pla18"
"upper",0.013941742727547
"mean",0.00890565763385931
"lower",0.00386957254017163
"Porph_azm0"
"upper",0.0365241568011329
"mean",0.0297522670758502
"lower",0.0229803773505676
"Porph_azm12"
"upper",0.0347960027477529
"mean",0.0298147395869993
"lower",0.0248334764262457
"Porph_azm18"
"upper",0.0322952445825232
"mean",0.0264873167128278
"lower",0.0206793888431323
"Porph_pla0"
"upper",0.0328599719638219
"mean",0.0238874859124134
"lower",0.0149149998610048
"Porph_pla12"
"upper",0.0382088774353026
"mean",0.0288676593134811
"lower",0.0195264411916596
"Porph_pla18"
"upper",0.0496237332145539
"mean",0.0350702126304059
"lower",0.0205166920462579
"Prev_azm0"
"upper",0.107277557985254
"mean",0.0929842985822597
"lower",0.0786910391792659
"Prev_azm12"
"upper",0.114964444595222
"mean",0.100032609890833
"lower",0.0851007751864443
"Prev_azm18"
"upper",0.0981492331382188
"mean",0.081837905823697
"lower",0.0655265785091751
"Prev_pla0"
"upper",0.113863888460339
"mean",0.0977832812738351
"lower",0.0817026740873308
"Prev_pla12"
"upper",0.0956962908519035
"mean",0.0808762105891198
"lower",0.066056130326336
"Prev_pla18"
"upper",0.104608560225391
"mean",0.0862670517411013
"lower",0.0679255432568116
"Strep_azm0"
"upper",0.171220610508555
"mean",0.155543072299483
"lower",0.139865534090412
"Strep_azm12"
"upper",0.213106617598652
"mean",0.196658717170965
"lower",0.180210816743278
"Strep_azm18"
"upper",0.177295517500189
"mean",0.156514838616662
"lower",0.135734159733136
"Strep_pla0"
"upper",0.176865225144731
"mean",0.159720026851642
"lower",0.142574828558552
