"","taxa_id","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6"
"1","Moraxella",40,FALSE,FALSE,TRUE,TRUE
"2","Lautropia",48,TRUE,TRUE,TRUE,TRUE
"3","Rothia",33,FALSE,FALSE,FALSE,TRUE
"4","Aggregatibacter",49,TRUE,TRUE,TRUE,TRUE
"5","ASV_62",40,FALSE,FALSE,TRUE,TRUE
"6","Oribacterium",39,FALSE,FALSE,TRUE,TRUE
"7","ASV_205",31,FALSE,FALSE,FALSE,TRUE
"8","ASV_209",31,FALSE,FALSE,FALSE,TRUE
