"","OTU","rab.all","rab.win.Week 48","rab.win.Week 72","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","Neisseria",12.8646292240559,12.6863909872477,13.0080728029454,0.234698663981121,2.72229444632584,0.0669395518392064,0.46230753861861,0.669133040269661,0.888775664133707,0.317136198627558,0.691867432030126,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria",NA
"2","Streptococcus",12.7518594955104,13.0157740768415,12.4493084941481,-0.487994127650958,1.73458405012061,-0.254187573308714,0.384923015801804,0.0202828916452852,0.201857381954971,0.0044757164849191,0.0622301750461381,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"3","Haemophilus",12.3965357635951,12.2112650730158,12.5610550129897,0.426095653127577,2.63957779024176,0.124792700546278,0.422715457172433,0.286369933265597,0.68282286029928,0.0732295911876768,0.379051539729463,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA
"4","Prevotella",11.3074482519669,11.4301676502978,11.2146942098274,-0.170323639327301,2.73677021941826,-0.0439599482133245,0.476304739131319,0.326121088621787,0.71448519116648,0.403014302768291,0.75546405816298,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"5","Moraxella",1.1333942027632,0.267485797760128,2.81366739333043,2.49996484248942,7.29553818284587,0.325099908272357,0.36560000048289,0.00172612872141844,0.0306434237197321,0.00145650627507486,0.021888248155094,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"6","Veillonella",10.5543283972005,10.9001379612867,10.1807409215756,-0.627945383952577,2.33563816972972,-0.227183430431734,0.382523495715242,0.0175773951772303,0.181809624109588,0.0015728488067148,0.0350778992994755,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",NA
"7","Fusobacterium",9.35991452709234,9.05658045174061,9.65915031890203,0.524294373367994,3.0605035584399,0.117996594787792,0.423915217216133,0.129530248614491,0.510261427575681,0.0401077334493202,0.292380201072412,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"8","Porphyromonas",9.38579836821591,9.4726565704064,9.29668235695025,0.00843717560623425,3.40221191101944,0.00184290512891906,0.498600000004667,0.610169243070132,0.863289108032335,0.874638509305279,0.957741979874296,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"9","Lautropia",8.31272864134058,8.89697588507897,7.73974979623812,-1.48887435261197,5.08407108212439,-0.248588549447245,0.350800000545946,0.000243249966965776,0.0112158416970951,0.000172005102520624,0.00854511331598388,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",NA
"10","Actinobacillus",6.96082681766213,2.02716111285435,8.00866185745222,1.06291520960269,9.88692739275915,0.115155985041791,0.433800000224604,0.0644578387520692,0.363939331449135,0.11720983000622,0.460757484321156,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus",NA
