"","OTU","diff.btw","diff.win","effect","wi.ep","wi.eBH","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","Lautropia",-1.48887435261197,5.08407108212439,-0.248588549447245,0.000172005102520624,0.00854511331598388,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",NA
"2","Veillonella",-0.627945383952577,2.33563816972972,-0.227183430431734,0.0015728488067148,0.0350778992994755,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",NA
"3","Rothia",-1.00463290714193,4.24860272656253,-0.178230291437675,0.00249862983529966,0.0462925299079509,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"4","Moraxella",2.49996484248942,7.29553818284587,0.325099908272357,0.00145650627507486,0.021888248155094,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"5","Aggregatibacter",3.02459311007992,8.13801808021403,0.391110409727793,2.49941615271961e-05,0.00206394436827682,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter",NA
