"","ASVs","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"72","Kingella",2.56765100006261,-2.22095515839644e-07,0.00144269332140983,0.942321192806028,0.999177050006185
"73","Butyrivibrio",0.83879283991217,7.01620940860715e-07,0.0014426936235967,0.577380799349041,0.947813823519347
"74","ASV_307",0.356145870165692,-3.40524292825991e-07,0.00144269467849252,0.696659580054755,0.98032521778069
"75","Mycoplasma",2.04969505961904,1.72039363507911e-06,0.00144269345196988,0.194265999636499,0.577247541777027
"76","Atopobium",4.2514003208691,2.29341330416735e-06,0.0014426916773671,0.122065586307395,0.470178554665521
"77","Tannerella",2.73344761089741,2.20882733684629e-06,0.00144269319231397,0.139131751195366,0.498955245666139
"78","Parvimonas",0.817772066339822,8.73071485743928e-07,0.00144269388330238,0.151992015541443,0.509908697300324
"79","ASV_329",0.0863832184617573,-1.99623453621015e-07,0.0014426949227041,0.739125450905646,NA
"80","ASV_331",1.57871413967184,1.98616321596241e-06,0.00144269469572317,0.0408094109532152,0.223377828375494
"81","Filifactor",0.386685879075044,-8.00719040342344e-07,0.00144269498447248,0.406191090268277,0.844877467758017
"82","Dialister",0.48761634631138,-1.54296342719155e-07,0.00144269453896709,0.681959945292014,0.98032521778069
"83","ASV_339",0.251241006922888,4.77771811194913e-07,0.00144269501284477,0.807994857287358,0.98032521778069
"84","Peptococcus",0.719503230161116,-2.69045379939272e-06,0.00144269447904181,0.0540203190747754,0.268454992934674
"85","Staphylococcus",0.043500231133502,-1.16597802609545e-07,0.00144269488200509,0.893927158195918,NA
"86","Hyphomicrobium",0.0956596019860665,-2.08502704775156e-08,0.00144269483738244,0.769489982188076,NA
"87","ASV_383",0.741536776703961,-9.58777800316779e-07,0.00144269504141228,0.0705749669981531,0.331002036925749
"88","Psychrobacter",0.08027030027414,3.60857390173498e-07,0.00144269505894908,0.82108663554737,NA
"89","ASV_409",0.877282757168537,2.99248164592263e-07,0.00144269445929224,0.722988692413049,0.98032521778069
"90","F0332",0.531411474356223,-2.96170684289902e-07,0.00144269436381456,0.447940867735508,0.895881735471015
"91","ASV_422",0.0488824637111072,-1.45290263720753e-07,0.00144269490155375,0.885253170036237,NA
"92","ASV_428",0,2.27833897157814e-07,0.00144269494235486,1,NA
"93","Peptoanaerobacter",0.28931032253431,-1.0197889534214e-06,0.00144269519362674,0.277677550923537,0.692216215076807
"94","Delftia",0.0604380544501493,-2.26312760673316e-07,0.0014426948969937,0.868655777393934,NA
"95","Sphingopyxis",0.0590654833207114,-2.28387443908185e-07,0.00144269489908575,0.898979834524514,NA
"96","Lentimicrobium",0.480893293458652,-1.13198144586824e-06,0.00144269516530419,0.132138049742124,0.490798470470746
"97","ASV_461",0.178483299334687,-5.80647023799257e-07,0.00144269505282249,0.50395319113708,0.935913069254578
"98","Leuconostoc",0.0698046680971594,-2.35947062932952e-07,0.001442694912812,0.877491025617738,NA
"99","ASV_472",0.264552412731594,4.47949255167984e-08,0.00144269483978662,0.764027807631749,0.98032521778069
"100","ASV_485",0.150868534719956,-3.51434557703726e-07,0.00144269505503744,0.640189458463357,0.971689781577112
"101","Amnipila",0.256771376259611,-5.76966280763724e-07,0.00144269504236317,0.373177843559025,0.799996985011287
"102","Rodentibacter",0.34526253515282,-1.0877916409488e-07,0.00144269488354707,0.759682206260503,0.98032521778069
"103","Bulleidia",0.186238675112463,8.64885022852357e-08,0.00144269481009719,0.771663539309311,0.98032521778069
"104","Anaeroglobus",0.190591785508427,-2.42538835608231e-07,0.00144269487912427,0.956103881886099,0.999177050006185
"105","Shuttleworthia",0.374107044853154,-6.59141167307775e-07,0.00144269495391715,0.370850914684306,0.799996985011287
"106","ASV_508",0.141753187198319,-3.47695826337125e-07,0.00144269505163384,0.69990632809405,NA
"107","Rikenellaceae_RC9_gut_group",0.0673280965724642,-3.38051552475459e-07,0.00144269504331029,0.762727079632298,NA
"108","ASV_525",0.0585096219913669,-3.02620331099332e-07,0.0014426950035129,0.974845794877498,NA
"109","Alysiella",0.320154413996532,-3.56805158488558e-08,0.00144269486078968,0.743156644429079,0.98032521778069
"110","ASV_529",0.0269628967113441,2.16236933734981e-07,0.00144269496267098,0.891959410973654,NA
