"Estimate","Std..Error","t.value","Pr...t.."
"phi.(Intercept)",-6.49625685267406,0.323796031375958,-20.062805665247,1.08607537515322e-56
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.63423894905184,1.682222456291,-5.72708972765328,2.56054677014964e-08
"mu.visitWeek 48",0.693631415354246,1.22484185433006,0.566302835669864,0.57162742159508
"phi.(Intercept)",-2.71531830863239,1.58962414385083,-1.70815114952557,0.0886820798539969
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.6016834316959,1.22548202559686,-9.46703679806761,1.06623034301595e-18
"mu.visitWeek 48",1.8040059036295,1.08012988611007,1.67017497323989,0.0959674022538489
"phi.(Intercept)",-5.10944459017422,0.907446404508565,-5.63057450532441,4.2531712671847e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.66934826849635,0.539620804518844,-16.0656301534305,6.0420235316504e-42
"mu.visitWeek 48",-2.01448548617879,0.755969429775968,-2.6647710963336,0.00813701838025676
"phi.(Intercept)",-4.82236491569844,0.602049876892868,-8.00990931280691,2.83848387220736e-14
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-30.0977136968797,31602.2358979655,-0.000952391906511189,0.999240758383488
"mu.visitWeek 48",22.3506704374534,31602.2358834743,0.000707249655368253,0.99943618440635
"phi.(Intercept)",-2.40530245079978,1.23329551484382,-1.95030503382994,0.0521063489315787
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.67259797179791,0.582923217553289,-16.5932625095923,6.72810034172089e-44
"mu.visitWeek 48",0.366804806632792,0.492774075185476,0.744367094585342,0.457259241464535
"phi.(Intercept)",-5.16716795571559,0.575054451614315,-8.98552813774438,3.42833481951222e-17
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.31184675467255,0.484263310413859,-19.2288917091706,1.23011002557175e-53
"mu.visitWeek 48",-0.437199290398498,0.456384415650107,-0.957962794973443,0.338882220929058
"phi.(Intercept)",-5.437765056904,0.517881254126168,-10.5000229561876,4.63970625307686e-22
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.7406673794806,1.1558105206321,-10.1579516451016,6.27226457620824e-21
"mu.visitWeek 48",-0.706144868417444,1.22475115117836,-0.576561914424856,0.564684214656695
"phi.(Intercept)",-6.21995872458592,1.27468726103226,-4.87959589362249,1.75966277532856e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.27882653238435,1.95988933779896,-4.73436247314089,3.44653039282274e-06
"mu.visitWeek 48",0.000203667289665677,1.41433524167393,0.000144002131647817,0.999885202271594
"phi.(Intercept)",-2.29642547820948,1.96532660624628,-1.16847015193856,0.243580137090548
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.51074854149875,0.567629381575416,-14.9934954351337,5.47148695147416e-38
"mu.visitWeek 48",-2.69896008232274,1.03512876569917,-2.60736651492798,0.00959792720884117
"phi.(Intercept)",-4.60443257990515,0.633184071767913,-7.27187051160197,3.33864120177629e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3041199156833,1.40393172773335,-8.05175899396036,2.14768401793242e-14
"mu.visitWeek 48",1.10029953189716,1.15471448963017,0.95287583361802,0.341449261336337
"phi.(Intercept)",-4.7318838561644,1.23717306503585,-3.82475499175799,0.000160403096626569
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.5344951658558,1.31269429155729,-8.7868860556802,1.39495407021383e-16
"mu.visitWeek 48",1.388545994357,1.11804237469584,1.24194397795947,0.215264154628245
"phi.(Intercept)",-5.02334229293038,1.08401559120574,-4.63401295487176,5.43335307505285e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.01836174333352,0.518874991441366,-17.380605911034,8.1607958541573e-47
"mu.visitWeek 48",-2.01274461911852,0.75595921871722,-2.66250423208534,0.00819068191244672
"phi.(Intercept)",-5.25954882650229,0.585463810338886,-8.98355924588726,3.47664681653747e-17
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.83937044588513,0.627574306881568,-15.6784150306873,1.63217960662363e-40
"mu.visitWeek 48",-2.24623536602346,1.05411656544125,-2.13091743329468,0.0339399317644776
"phi.(Intercept)",-5.72780252743133,0.719119739800926,-7.96501919001272,3.82450092757593e-14
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.84646259296178,1.70431753484825,-5.19061877383634,3.95653242093753e-07
"mu.visitWeek 48",0.689462162586042,1.22496229423635,0.562843579618799,0.573977766356313
"phi.(Intercept)",-1.79737760169123,1.60031129524404,-1.12314248298618,0.262309131933361
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4495410289655,0.918043338323067,-11.3824049396764,4.76834678195834e-25
"mu.visitWeek 48",0.285354470066412,0.763768998054031,0.373613580537377,0.708965752915622
"phi.(Intercept)",-5.05264687521051,0.913695931139955,-5.52989972157003,7.17133616045988e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.89614276410418,0.849207913484048,-11.6533802935293,5.52745170408985e-26
"mu.visitWeek 48",-22.1531620234362,25952.8730723349,-0.000853591891799097,0.99931952119429
"phi.(Intercept)",-5.24742724928637,0.967690212267729,-5.42263131605859,1.2415108920541e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.95156188659523,0.61482671388214,-16.1859620961475,2.16727740501907e-42
"mu.visitWeek 48",-2.25125311564923,1.05412271816835,-2.13566511455233,0.0335471671025624
"phi.(Intercept)",-5.88465766541676,0.709131215389348,-8.29840449511985,4.07846009632547e-15
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.99282015131584,0.883480358269391,-11.3107439885707,8.40468318488729e-25
"mu.visitWeek 48",-0.298196881274734,0.763776551477746,-0.39042424213965,0.696510485727385
"phi.(Intercept)",-4.84670450168388,0.923677184169264,-5.24718438947141,2.9932362913798e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.7013206169009,0.758175051144655,-14.114577630515,9.08319637627637e-35
"mu.visitWeek 48",-0.937618256822079,0.836660896451607,-1.12066699997412,0.263360022186559
"phi.(Intercept)",-6.06654075275321,0.845173414486533,-7.17786509699765,5.99784342077285e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.26117306927737,0.858231441041557,-10.7909971907321,4.91888998163915e-23
"mu.visitWeek 48",-0.520829369447826,0.730331869965071,-0.713140684210775,0.476334144811905
"phi.(Intercept)",-4.21239564800494,0.901873536995051,-4.67071654196686,4.60413510118332e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.76100557275231,0.926417410261631,-10.5362933215986,3.51250981027384e-22
"mu.visitWeek 48",1.74708077988301,0.768774084301836,2.27255420748167,0.023787440583653
"phi.(Intercept)",-3.69207596236274,0.721518130962489,-5.11709381084796,5.66645037885537e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0328517624815,1.13169811744454,-9.74893533214889,1.3396047913085e-19
"mu.visitWeek 48",-22.3701623427287,41129.3334296401,-0.000543898003623065,0.999566407443324
"phi.(Intercept)",-5.81483675405329,1.3119762375499,-4.43212048177979,1.32636528224433e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.8133799053917,0.973592226809912,-11.1066826620247,4.19046693366585e-24
"mu.visitWeek 48",-22.529549355283,38550.4756516518,-0.00058441689692401,0.999534106003559
"phi.(Intercept)",-5.90803663508207,1.13506669556591,-5.20501276106642,3.68617211318869e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.3882128402363,1.23598303714757,-8.40481829282262,1.97360452807905e-15
"mu.visitWeek 48",-0.00493819913923809,1.00002276017019,-0.00493808674754328,0.996063399722386
"phi.(Intercept)",-4.46090119886178,1.25855686469783,-3.54445740513505,0.000458675239531829
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.73389023183339,0.866776959564702,-11.229982666731,1.58942683451541e-24
"mu.visitWeek 48",-0.00656806194806302,0.707128704797937,-0.00928835430311071,0.992595480488448
"phi.(Intercept)",-4.52225411336689,0.883689804403993,-5.11746779337002,5.65616341336255e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.7228733455381,1.81014527003446,-5.92376397797838,8.92663377921823e-09
"mu.visitWeek 48",-0.000673199219360166,1.41424029264047,-0.000476014735871555,0.999620523614065
"phi.(Intercept)",-4.01055851291177,1.83654887560897,-2.18374722621087,0.0297847971880067
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6006498547841,0.755822114836765,-14.0253237457513,1.92096019799732e-34
"mu.visitWeek 48",1.34404318018583,0.651351661350431,2.06346780078714,0.0399609883282309
"phi.(Intercept)",-5.23684164692463,0.629857258163695,-8.31433087266831,3.6598749172613e-15
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4721197295509,1.84400366869235,-5.67901241594438,3.29959073357444e-08
"mu.visitWeek 48",-0.00297132821146434,1.41424892362545,-0.00210099379382753,0.998325100226313
"phi.(Intercept)",-3.70951261206731,1.86749544344326,-1.98635698153446,0.0479380586789878
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.7587441212151,1.15510238842301,-10.1798284195988,5.31616951397654e-21
"mu.visitWeek 48",-0.701424454834986,1.22474615431047,-0.572710069238706,0.567286306066286
"phi.(Intercept)",-6.24084725945071,1.27449091434422,-4.89673734760351,1.62374687378924e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-30.0984467383492,34912.3349689689,-0.000862114973550225,0.999312726641633
"mu.visitWeek 48",21.6228502728602,34912.3349353606,0.000619347010530646,0.999506259908963
"phi.(Intercept)",-2.17399109167496,1.96297221312402,-1.10749967683705,0.268998864901311
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.1078193391359,1.89067949773809,-5.34613050558193,1.82714749686512e-07
"mu.visitWeek 48",-0.00512121568720863,1.41426601876334,-0.0036211120250819,0.997113275200427
"phi.(Intercept)",-3.27410307537727,1.9099821532413,-1.71420610910998,0.0875630246142455
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4801416853512,0.881170219767797,-11.8934360810706,8.07463347811582e-27
"mu.visitWeek 48",-22.1137257088928,27917.5573274095,-0.000792108186599172,0.999368535658421
"phi.(Intercept)",-5.7691493823923,1.02239326218881,-5.64278893039781,3.99004044202593e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.2926811385293,1.867482601932,-5.51152719060463,7.88267428190207e-08
"mu.visitWeek 48",-0.00230812999268198,1.4142562303456,-0.00163204512955756,0.998698942935252
"phi.(Intercept)",-3.4938579378309,1.88859256252053,-1.84997971884839,0.0653371566619569
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.5349511326126,0.948650739209519,-12.1593234009645,9.44799202339296e-28
"mu.visitWeek 48",-1.11137305020154,1.15470063217634,-0.962477216373267,0.336614556259981
"phi.(Intercept)",-6.50267245604626,1.08125191668641,-6.01402166848801,5.45598449208452e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.7144172352486,1.8108425952337,-5.91681312525445,9.2694848445176e-09
"mu.visitWeek 48",-0.00202197462051768,1.41424062983813,-0.00142972460121522,0.998860231587914
"phi.(Intercept)",-4.00158066078601,1.83740458768131,-2.17784405656446,0.0302261531053381
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.3911521812982,0.834339127082519,-12.4543508077267,8.59082796322427e-29
"mu.visitWeek 48",-1.63572418397411,1.09545861424527,-1.49318665507146,0.136479241400548
"phi.(Intercept)",-5.65310025297636,0.940583754245767,-6.0102040115603,5.57140481675303e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6603120413881,0.941304873680522,-11.3250364886629,7.5071108415142e-25
"mu.visitWeek 48",-0.002497956061121,0.816499364503577,-0.00305934844497979,0.997561107607703
"phi.(Intercept)",-5.32007913961833,0.966333985007315,-5.50542485533929,8.13379360123153e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.37468084040205,1.48848401746453,-6.29814007433602,1.11834650199576e-09
"mu.visitWeek 48",-0.703119993551541,1.22480842557492,-0.574065281451258,0.566370142317507
"phi.(Intercept)",-3.23278545047204,1.55888537711469,-2.07378008539379,0.0389852610144125
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.69481685037502,1.30959689876236,-7.40290150315503,1.46327220045689e-12
"mu.visitWeek 48",-0.0019756409551027,1.00005230353329,-0.00197553762750463,0.998425113002261
"phi.(Intercept)",-3.6125236624828,1.32554622362743,-2.72530945967085,0.00681601147425563
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.8385109681791,0.711387758125738,-13.8300256868352,9.86162902032033e-34
"mu.visitWeek 48",-0.419065545264929,0.645496178395131,-0.649214603108626,0.516715279521187
"phi.(Intercept)",-5.17519691721505,0.75406520232825,-6.86306290389229,4.11003015790862e-11
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.4984899543663,25035.2605573042,-0.00133805237927084,0.998933312122469
"mu.visitWeek 48",21.8881570219054,25035.2605550982,0.000874293158392874,0.999303018261512
"phi.(Intercept)",-7.4017810650101,0.901630396646642,-8.20932955736511,7.45673733178478e-15
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.129907111209,1.34627679275319,-8.26717594117317,5.04148845439443e-15
"mu.visitWeek 48",1.40025054048241,1.11805535437827,1.25239822429102,0.211437319656526
"phi.(Intercept)",-4.51220065475321,1.11965237241602,-4.03000142358173,7.13847921954924e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6448000219406,0.624795148128617,-17.0372642198389,1.52505939577258e-45
"mu.visitWeek 48",-1.28832649326369,0.801787026323042,-1.60681883214287,0.109186110026936
"phi.(Intercept)",-6.47761292809703,0.720582043911077,-8.9894176281978,3.33484377075678e-17
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.9699467696935,0.723502598024523,-13.7801119124047,1.49697273216829e-33
"mu.visitWeek 48",-1.97869972225303,1.06905879064475,-1.85088017569144,0.06520704747256
"phi.(Intercept)",-5.54990516435361,0.819332060312945,-6.77369461440801,7.02248657851812e-11
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.77517495003726,1.674022113638,-5.83933442121249,1.40781384364877e-08
"mu.visitWeek 48",0.691553711270164,1.22482865277746,0.564612617203209,0.57277524284341
"phi.(Intercept)",-2.88081198571008,1.58304373007566,-1.8197930549729,0.0698249796410369
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.5549972800872,1.3914408416097,-7.58566010458382,4.5579753999268e-13
"mu.visitWeek 48",1.39807857797328,1.11807412325829,1.25043460794799,0.212152315755904
"phi.(Intercept)",-3.80965646430503,1.17004667209042,-3.25598675264694,0.00126446896750845
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.54083897062569,0.910905014430757,-9.37621248683435,2.06666449542153e-18
"mu.visitWeek 48",0.221793517450393,0.670942857482515,0.330569906180382,0.741208905718262
"phi.(Intercept)",-3.07278250110738,0.903394520102087,-3.40137385464785,0.000765024092479973
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.47502941476115,0.405403873108334,-23.3718275607821,1.44669180716969e-68
"mu.visitWeek 48",-0.729040635446831,0.432892184399197,-1.68411595709138,0.0932389351809663
"phi.(Intercept)",-6.05628611955393,0.449820681595251,-13.463778717501,2.09357039160341e-32
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.047939418335,0.75341335058988,-14.6638487487448,8.89393202644546e-37
"mu.visitWeek 48",-1.63500139273373,1.09545057742846,-1.49253779807378,0.136649049805472
"phi.(Intercept)",-6.55382550170959,0.880660965058438,-7.44193936343562,1.14232956718363e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.8678601300544,0.954483890543518,-11.3861116334461,4.63041475819681e-25
"mu.visitWeek 48",-23.4487862109352,60817.3426267684,-0.000385560848240916,0.999692632962533
"phi.(Intercept)",-5.99173775545381,1.11563895141396,-5.3706781641676,1.61480294589151e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3024571173367,0.918751329728945,-12.301976336373,2.97014528745667e-28
"mu.visitWeek 48",-0.409481125948369,0.912863971620049,-0.448567517920186,0.654079805340133
"phi.(Intercept)",-6.17397075234203,0.991857245503701,-6.22465660288307,1.69350562736678e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.109226663193,0.94151349553709,-11.7993281199391,1.71911879200228e-26
"mu.visitWeek 48",-0.417323038207281,0.912871038088164,-0.457154429043214,0.647903499192186
"phi.(Intercept)",-5.91758572390283,1.01093109456223,-5.85359947451743,1.3039545180111e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.605319347738,1.35803772700279,-8.54565312655277,7.49007126036708e-16
"mu.visitWeek 48",-22.0944104841393,44026.9852477765,-0.000501837915083118,0.999599937516246
"phi.(Intercept)",-6.03146714520354,1.58761271375807,-3.79907964513986,0.000177076818908575
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.9050490845254,0.949364792777181,-11.4866794803132,2.08533352861595e-25
"mu.visitWeek 48",-23.2317500811572,54585.843845729,-0.000425600273704937,0.999660713749438
"phi.(Intercept)",-6.04117217864978,1.11189352718048,-5.43322901966063,1.17641214567217e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.1350731592911,41563.8595676536,-0.000797208765113765,0.999364469505811
"mu.visitWeek 48",22.3800700902126,41563.8595586336,0.000538450238449133,0.999570750371932
"phi.(Intercept)",-5.43934495107006,1.35733323044155,-4.00737625004627,7.81777724139777e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.5235664522095,0.968184207178058,-10.869384538798,2.67563748642375e-23
"mu.visitWeek 48",1.27130508169201,0.801803420107102,1.58555707023823,0.113933375862458
"phi.(Intercept)",-4.62546763926497,0.826583774435379,-5.59588487255817,5.09610214969961e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.5836199280468,0.940834253169075,-12.3120729172316,2.73615402807533e-28
"mu.visitWeek 48",-1.11685184285211,1.15470664991418,-0.967216948941204,0.334244296947862
"phi.(Intercept)",-6.57829866820247,1.07825466692827,-6.10087660176118,3.37985928688976e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4179855207346,1.11007452510032,-9.3849424387008,1.93956756464322e-18
"mu.visitWeek 48",-1.11189987971122,1.15471478135127,-0.962921664872124,0.336391834508624
"phi.(Intercept)",-5.01118297613116,1.2105334372692,-4.13964853993269,4.56859481094828e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3607792605801,1.39828946486776,-8.12476925988607,1.31753329654039e-14
"mu.visitWeek 48",1.10668078167397,1.15471488644664,0.958401761909831,0.33866128941166
"phi.(Intercept)",-4.80030500651656,1.23051363249772,-3.90105796452887,0.000119182633141845
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.9896309733684,1.2834138534892,-8.56281155411486,6.65192960555307e-16
"mu.visitWeek 48",-0.703073971466891,1.22475615780737,-0.574052203767297,0.5663789798101
"phi.(Intercept)",-5.21717885548829,1.38187751124142,-3.77542786031838,0.000193874613755297
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.6870122459173,1.34649965941092,-8.67955083704237,2.9562886659212e-16
"mu.visitWeek 48",-21.4215094636949,31463.4142194365,-0.000680838681851057,0.999457239088026
"phi.(Intercept)",-6.14192702122947,1.58413700960793,-3.87714382277425,0.000130876555816783
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-32.3605421650884,26710.334659564,-0.00121153638011425,0.999034169917715
"mu.visitWeek 48",22.0172693345993,26710.3346517799,0.000824297771691606,0.999342874301841
"phi.(Intercept)",-5.58327335691436,1.03350961855996,-5.40224614909129,1.37672437954137e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.5098428097926,1.19961933808905,-9.5945792505541,4.1867973087664e-19
"mu.visitWeek 48",-0.708116158168552,1.22475655795775,-0.578168905132722,0.5636003304512
"phi.(Intercept)",-5.90303263729428,1.31287953363051,-4.49624850268675,1.00236328560416e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3384575745317,0.779035894562424,-14.5544738742755,2.23922435518847e-36
"mu.visitWeek 48",-0.704539955203009,0.866012014768248,-0.813545243239553,0.416575272775594
"phi.(Intercept)",-6.63865312617151,0.873047548893169,-7.60399950104418,4.0504671905447e-13
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.5189353269701,1.38257946157686,-8.33148158720119,3.25657943924783e-15
"mu.visitWeek 48",-21.5907256007266,34244.5015402192,-0.000630487366719847,0.99949737887836
"phi.(Intercept)",-5.91291184431733,1.60989757149017,-3.67284971977699,0.000285721716203237
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.8402812101305,1.44522054476181,-8.19271581285325,8.34141551807047e-15
"mu.visitWeek 48",0.695229932589914,1.22475039232964,0.567650304048885,0.57071314912077
"phi.(Intercept)",-5.41369217151651,1.360603580316,-3.9788901409911,8.76062310654984e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.5721752171406,1.48623084540082,-8.45909991442151,1.36006470291193e-15
"mu.visitWeek 48",-0.00491287480857612,1.41421456403269,-0.00347392463175238,0.997230611461805
"phi.(Intercept)",-6.40232427063576,1.5561996019904,-4.11407653777003,5.07407290504951e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.9739613444024,1.4267218548812,-8.39263890395754,2.14515453100373e-15
"mu.visitWeek 48",0.690000971446318,1.22474898884521,0.563381539997763,0.573611954468634
"phi.(Intercept)",-5.59100681878307,1.34380606513453,-4.16057566924535,4.19101700667381e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.1551674173446,1.45626894085428,-7.66010116977481,2.81960944847833e-13
"mu.visitWeek 48",-21.0225936221918,25771.0432381638,-0.000815744765468396,0.999349692710335
"phi.(Intercept)",-5.43189325343094,1.66511346869,-3.262176035189,0.00123814850596137
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.7467896202075,0.901210361076816,-13.0344591313529,7.34935747278439e-31
"mu.visitWeek 48",1.12047118049006,0.816489543342007,1.3723031600672,0.171033225638024
"phi.(Intercept)",-6.22243238185319,0.777847115081195,-7.99955706103463,3.04079720823476e-14
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.4380680205177,40842.6364908572,-0.000843189151812636,0.999327814199948
"mu.visitWeek 48",21.9321599576783,40842.6364870582,0.000536991777321426,0.99957191304917
"phi.(Intercept)",-7.33853005607644,1.44085933588485,-5.09316202720772,6.36381131995913e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.717703982023,0.91718500211183,-12.7757256769821,6.18889869596613e-30
"mu.visitWeek 48",-1.11644274868012,1.154704762756,-0.966864245034752,0.334420304749221
"phi.(Intercept)",-6.77198332116003,1.05873001633271,-6.39632693575385,6.38901183041584e-10
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.3533656193176,1.37446814036864,-7.53263412605603,6.40559554512896e-13
"mu.visitWeek 48",-0.704130533971403,1.2247687496273,-0.574908964803086,0.565800147891647
"phi.(Intercept)",-4.41612242735225,1.4599748830788,-3.02479342523998,0.00271163708714049
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.2371721527087,27493.5628392656,-0.00120890742123972,0.999036265708122
"mu.visitWeek 48",21.5515728774024,27493.5628323601,0.000783877048195298,0.999375097475868
"phi.(Intercept)",-6.71386198615231,1.2353840329341,-5.43463555232014,1.16802579114756e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-32.0157480545854,19297.2748571412,-0.00165908131026789,0.998677389865941
"mu.visitWeek 48",21.1372827756739,19297.2748458407,0.00109535066192156,0.999126792488677
"phi.(Intercept)",-5.99161008915166,1.12580869160467,-5.32204994847883,2.06169817836149e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.0248266046324,32081.1380339262,-0.00102941568250192,0.999179355471682
"mu.visitWeek 48",22.383061783213,32081.1380284542,0.000697701614056223,0.999443796051909
"phi.(Intercept)",-5.98138135094636,1.0080871131493,-5.93339729565663,8.47188135725007e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0710815040585,1.12700330812787,-9.82346850644946,7.70247829410785e-20
"mu.visitWeek 48",-22.0764999417226,35517.6256062838,-0.000621564633470792,0.999504492032163
"phi.(Intercept)",-5.86570344047981,1.30983500442391,-4.47820024710644,1.08492208935449e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.141631326151,1.25875993484456,-8.85127578161032,8.86781376053631e-17
"mu.visitWeek 48",-0.702092963568516,1.22475337100947,-0.573252525926778,0.566919503573693
"phi.(Intercept)",-5.41374232871003,1.36027462235575,-3.97988923687659,8.72580167090822e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6598817916574,1.55038054773473,-6.87565501723603,3.80976030151681e-11
"mu.visitWeek 48",-20.7319026235515,22290.9216268079,-0.000930060361372338,0.999258560963864
"phi.(Intercept)",-4.79837515640398,1.73975870283474,-2.75806935098848,0.00618497633850745
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.7415510477972,1.00268983228709,-11.7100529692371,3.51418052030344e-26
"mu.visitWeek 48",-22.8583310836155,52505.817169777,-0.000435348544518474,0.99965294248083
"phi.(Intercept)",-6.80597693463976,1.22274886549474,-5.56612819418643,5.94712410975903e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-32.9091927697048,40244.5246120963,-0.000817730935746059,0.999348109346547
"mu.visitWeek 48",21.9045765561543,40244.5245967369,0.000544287124165218,0.999566097238556
"phi.(Intercept)",-5.23028429227063,1.69617306139866,-3.08357938897918,0.00224295828505564
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.4565176292386,1.39256356516014,-8.22692616399247,6.62084631213202e-15
"mu.visitWeek 48",-21.402737216677,31173.4932977429,-0.000686568457768145,0.999452671342396
"phi.(Intercept)",-5.82895350179428,1.61458909097119,-3.61017768198105,0.000360590784104319
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.4324541204372,98065.0149538211,-0.00035111863427188,0.999720090109341
"mu.visitWeek 48",23.6860211645626,98065.0149467647,0.000241533855650976,0.999807450504585
"phi.(Intercept)",-4.90121056778003,1.7348478766447,-2.82515293344294,0.00505492385228821
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.6705622366863,1.45908256121792,-8.68392411332091,2.86748055704471e-16
"mu.visitWeek 48",-0.00283922746633899,1.4142127901142,-0.00200763809108933,0.998399522735386
"phi.(Intercept)",-6.54122521314488,1.52613312228655,-4.28614327126615,2.47961125343784e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.3734513729959,1.5207043789504,-8.13665794895399,1.21645882170435e-14
