"","ASVs","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"59","ASV_242",0.416009550244925,-2.67640004513173e-07,0.00144269497270209,0.436843951293676,0.997890980182643
"60","Mogibacterium",0.942114890924222,-1.17108751969866e-06,0.00144269327856933,0.865692527556056,0.997890980182643
"61","Atopobium",1.71038057569403,-1.52486167489005e-06,0.00144269390290396,0.860558813749614,0.997890980182643
"62","Selenomonas",2.33499001997005,8.104443927686e-07,0.00144269290309273,0.634394399571957,0.997890980182643
"63","ASV_260",0.0381174584604902,1.04548798944107e-07,0.00144269487703634,0.884148172081397,0.997890980182643
"64","Parvimonas",1.43512918752025,8.91865493099523e-07,0.0014426945675938,0.0926810262621235,0.997890980182643
"65","Cardiobacterium",0.678042969161586,-8.82738469130383e-07,0.00144269423562948,0.436441592437683,0.997890980182643
"66","ASV_280",0.558067966703739,2.98805128365872e-07,0.00144269475201389,0.845414598048075,0.997890980182643
"67","ASV_283",0.294079208680171,7.81629076283067e-08,0.00144269485182976,0.715080114282572,0.997890980182643
"68","Comamonas",1.02663709121272,-5.7668214203295e-08,0.00144269427169729,0.72390439870824,0.997890980182643
"69","Capnocytophaga",2.62804607012473,2.04130773245931e-06,0.00144269345556947,0.304324631945401,0.997890980182643
"70","ASV_286",0.0498274391960976,-2.65790100802504e-07,0.00144269497111287,0.892693270007419,0.997890980182643
"71","Butyrivibrio",1.19304973531393,-5.27670279306576e-07,0.00144269362095511,0.618696510259286,0.997890980182643
"72","ASV_307",0.590826891872079,-5.35464835951622e-08,0.00144269429372204,0.297130645692283,0.997890980182643
"73","Mycoplasma",1.18661001664497,9.67697290019107e-07,0.00144269379508517,0.727458054982793,0.997890980182643
"74","Tannerella",1.14344516890048,1.33286422856575e-06,0.00144269356803375,0.907462365192178,0.997890980182643
"75","ASV_329",0.114537592774065,4.674474989538e-08,0.00144269486435049,0.717521490840796,0.997890980182643
"76","ASV_331",0.372819011095185,-2.2911705416612e-07,0.00144269468434223,0.61870219098674,0.997890980182643
"77","Filifactor",0.758679238290252,-2.94433675835339e-07,0.00144269407932767,0.802504707782178,0.997890980182643
"78","Dialister",0.815153536387388,5.78698625644377e-08,0.00144269424455683,0.963906304422943,0.997890980182643
"79","ASV_339",0.0230038001786184,3.39532699080838e-07,0.00144269503772318,0.909354855833426,0.997890980182643
"80","Peptococcus",0.758821481529979,-1.79114534923035e-06,0.00144269359932823,0.184690784294268,0.997890980182643
"81","Hyphomicrobium",0.100244478261663,3.25039680906825e-07,0.00144269503773731,0.851990690748206,0.997890980182643
"82","ASV_383",0.197783589667144,3.39190159112392e-07,0.00144269502624412,0.656272420497753,0.997890980182643
"83","ASV_409",0.0856679640535601,-2.18972120284194e-07,0.00144269493936619,0.838877517696149,0.997890980182643
"84","F0332",0.383993667782766,-3.50839833721329e-07,0.00144269483527382,0.601398826746174,0.997890980182643
"85","ASV_422",0.211872904604988,3.58046469568435e-08,0.00144269476998883,0.991573646605888,0.997890980182643
"86","ASV_428",0.190360814106384,3.3986505305221e-07,0.00144269505119387,0.607738215247944,0.997890980182643
"87","Peptoanaerobacter",0.463650429125059,-5.99404948971223e-07,0.00144269471304283,0.450240285714857,0.997890980182643
"88","Delftia",0.0531615377352806,5.41106782467693e-08,0.00144269487522007,0.982782158440743,0.997890980182643
"89","Sphingopyxis",0.0916586133630377,3.19102115885365e-07,0.00144269503668405,0.758470506382518,0.997890980182643
"90","Kingella",1.11468308379076,-7.27840770431993e-07,0.00144269472379517,0.804129233051099,0.997890980182643
"91","Lentimicrobium",0.527132335224289,8.80428239026828e-08,0.00144269449923845,0.805993143064582,0.997890980182643
"92","ASV_461",0.245340674620032,8.91553726275291e-08,0.00144269476208723,0.825269304081588,0.997890980182643
"93","ASV_472",0.286843647900082,-1.15229124129511e-07,0.00144269481734486,0.708146520790581,0.997890980182643
"94","ASV_485",0.184966863953502,9.51401874611354e-08,0.00144269488053119,0.639497381268656,0.997890980182643
"95","Amnipila",0.308416320703815,-2.03944121966934e-07,0.00144269468100067,0.963673884686673,0.997890980182643
"96","Bulleidia",0.155809760427787,2.73910251234744e-07,0.00144269482038308,0.892457431932676,0.997890980182643
"97","ASV_508",0.127466018255007,-8.05423770176972e-08,0.00144269487016321,0.912949787707364,0.997890980182643
"98","Rikenellaceae_RC9_gut_group",0.0808424645292687,-1.99893875262572e-07,0.00144269492506283,0.979814552556881,0.997890980182643
"99","ASV_525",0,-7.34988393184227e-08,0.00144269486904673,1,NA
"100","Sneathia",0.0522617867820873,2.79524867977146e-07,0.00144269498245204,0.821691257055764,0.997890980182643
"101","ASV_533",0.0690173842735609,3.39073753473816e-07,0.00144269504470832,0.956882075695022,0.997890980182643
"102","ASV_540",0.195969776297544,1.77238716354835e-07,0.00144269483043433,0.733164668932398,0.997890980182643
"103","Centipeda",0.397268575008665,-1.01013624708414e-07,0.00144269459691052,0.65403505300864,0.997890980182643
"104","ASV_561",0.0216040868861001,1.11053204345002e-07,0.00144269488413197,0.960452162265643,0.997890980182643
"105","Lactobacillus",0.0317795030357077,-2.64106758195945e-07,0.00144269497666005,0.965123349875174,0.997890980182643
"106","ASV_572",0,3.57651402728413e-07,0.00144269505695591,1,NA
"107","Staphylococcus",0,3.02686848308472e-07,0.00144269501543239,1,NA
"108","ASV_586",0.0648575622968667,3.36311773355684e-07,0.00144269504635142,0.814724174248209,0.997890980182643
"109","Defluviitaleaceae_UCG-011",0.651366222411929,-4.73832614532995e-07,0.0014426944256045,0.359614366677474,0.997890980182643
"110","ASV_591",0,1.56118673410543e-07,0.0014426949018223,1,NA
"111","ASV_639",0.244244388763552,3.60848270855187e-07,0.0014426946877323,0.665212172092252,0.997890980182643
"112","ASV_644",0.0547047526391838,4.20788729810444e-09,0.00144269487120139,0.985857178770738,0.997890980182643
"113","ASV_682",0.222190706213168,1.73092261906831e-07,0.00144269470930827,0.800840757112066,0.997890980182643
"114","Shuttleworthia",0.00997808650721026,-3.056277438704e-07,0.0014426949986861,0.979988148614444,0.997890980182643
"115","Family_XIII_UCG-001",0.161141811021599,-3.85751557962214e-07,0.00144269481723393,0.695596717275154,0.997890980182643
"116","ASV_709",0.0555379045114613,-8.13828626045893e-08,0.00144269487467634,0.840542399041371,0.997890980182643
"117","Fretibacterium",0.158030341501536,1.60629328209924e-07,0.00144269472982816,0.882475476845693,0.997890980182643
"118","Alysiella",0.246251815210604,1.98411734573154e-07,0.00144269492108215,0.827753649241822,0.997890980182643
"119","Anaeroglobus",0.257472068835133,-1.6634731747269e-07,0.00144269484152182,0.512543141604767,0.997890980182643
"120","ASV_821",0.0159833914163285,3.06613206496957e-07,0.00144269503736037,0.947436525917544,0.997890980182643
"121","ASV_854",0.0561740986669376,1.88696859229947e-07,0.00144269488488893,0.87571381475067,0.997890980182643
"122","ASV_897",0.0235998003538854,-2.88495321520507e-07,0.00144269499153832,0.949088664033792,0.997890980182643
"123","Olsenella",0.107510619536879,3.32497737289138e-07,0.00144269503995531,0.72941280941177,0.997890980182643
"124","Scardovia",0.0849159974718073,-1.22534161114216e-07,0.00144269489123231,0.885351503021572,0.997890980182643
"125","ASV_934",0.0862922792380589,1.45216913607255e-08,0.00144269488539174,0.945982932933536,0.997890980182643
"126","Prevotellaceae_YAB2003_group",0.0707872866729738,-3.53910530826136e-07,0.00144269505618142,0.779416756683917,0.997890980182643
"127","ASV_976",0.0665757084760303,1.62295154587712e-07,0.0014426949188088,0.972825658881987,0.997890980182643
"128","Mobiluncus",0.0292602693962169,-2.87167171374149e-08,0.00144269487944043,0.88329708315777,0.997890980182643
"129","ASV_1004",0.13173502586362,1.16548869495456e-07,0.00144269484924735,0.914596531074467,0.997890980182643
"130","Desulfomicrobium",0.15214483722123,-1.61461502777923e-07,0.00144269488727035,0.908394874088325,0.997890980182643
"131","ASV_1095",0.0573008497640028,2.97367571896398e-08,0.00144269487326886,0.989001445234995,0.997890980182643
"132","Johnsonella",0.20853701226076,-5.44273199660039e-07,0.00144269477367816,0.944545751220478,0.997890980182643
"133","ASV_1202",0.00518539139959389,-3.40862601706476e-07,0.00144269504418577,0.967080077740746,0.997890980182643
"134","ASV_1258",0.106484169801605,-1.86472002946768e-07,0.0014426949199387,0.816053298472356,0.997890980182643
"135","ASV_1343",0.0722202160167732,-3.33806377704816e-07,0.0014426950383308,0.787904512877771,0.997890980182643
"136","ASV_1456",0.046481755996654,-3.22053193334466e-07,0.00144269502964716,0.884335050556147,0.997890980182643
"137","ASV_1483",0.0338381864561731,3.00314012207097e-07,0.0014426950200004,0.891992798392914,0.997890980182643
"138","ASV_1494",0.0852877651407622,-1.42932949033244e-07,0.00144269489876709,0.878485051722776,0.997890980182643
"139","Desulfobulbus",0.0256514851756998,-4.69176550701647e-08,0.00144269488490103,0.997890980182643,0.997890980182643
"140","ASV_1604",0.11155322184987,-1.50707019938385e-08,0.00144269486679125,0.97850833899242,0.997890980182643
"141","ASV_1770",0.0307232530865377,1.56621608031566e-07,0.00144269491891636,0.950769243428175,0.997890980182643
