"","taxon","stat","p","p.adj"
"161","ASV_1482",10533,0.184638909340467,0.397324235289612
"162","Desulfobulbus",10202,0.0786479380853726,0.257118259125257
"163","ASV_1504",10646,0.238345137478802,0.417718282179344
"164","Brevundimonas",10779,0.314627978712239,0.44469174951633
"165","Brevibacterium",10829,0.347061187673071,0.468257157971604
"166","ASV_1628",10390,0.130220783016763,0.33541716837651
"167","Pseudoramibacter",10600,0.215283824476222,0.401537140663537
"168","ASV_1738",10371,0.124041718233703,0.329485814058274
"169","Leuconostoc",10772,0.310251694222563,0.44469174951633
"170","Wolinella",10344,0.115657430639955,0.317125213045039
