"Estimate","Std..Error","t.value","Pr...t.."
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.0294731181744,0.371773703929902,-26.9773601848543,2.55102981847372e-82
"mu.trial_armPlacebo",1.00253014806162,0.343009600989808,2.92274660874989,0.00373259767589922
"phi.(Intercept)",-6.30602566984681,0.33430671030757,-18.8629945957265,6.21614241350626e-53
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.68959605003776,1.31601395151189,-7.36283687487198,1.73322553555644e-12
"mu.trial_armPlacebo",0.0267793918351943,1.00005378951462,0.0267779514621826,0.978654583657967
"phi.(Intercept)",-3.53955203388681,1.33116972477556,-2.65897876732705,0.0082571557279736
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.84108935293022,1.96296162882651,-4.50395424092704,9.55255426740826e-06
"mu.trial_armPlacebo",0.0277421991752891,1.41440608826858,0.0196140269795142,0.984364269265538
"phi.(Intercept)",-1.72520209004608,1.95649211985224,-0.881783306224805,0.378597600184494
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6864976264402,0.66470747195889,-16.0769933801815,2.05214394022553e-42
"mu.trial_armPlacebo",-0.676613538018791,0.707083488313343,-0.956907563536473,0.339381838525334
"phi.(Intercept)",-6.22319364900858,0.734956395841637,-8.46743246840117,1.1207842328001e-15
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6023258635078,1.09457396702445,-9.6862580171989,1.71968795250374e-19
"mu.trial_armPlacebo",-1.08344602003569,1.15471131915774,-0.938283016768174,0.348851258814865
"phi.(Intercept)",-5.17371283148414,1.1971678014555,-4.32162711458997,2.10702522371853e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-7.80047609427861,1.14542168936804,-6.81013478850952,5.29919952491234e-11
"mu.trial_armPlacebo",-21.7650567321134,23891.0628595586,-0.000911012492832875,0.999273720769568
"phi.(Intercept)",-2.40364714860564,1.23410470941798,-1.94768493326569,0.052382170543351
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.33014667431381,0.584913357909896,-15.9513311640783,6.10832387068008e-42
"mu.trial_armPlacebo",-0.915128843987132,0.591605268414343,-1.54685715771247,0.122948413293887
"phi.(Intercept)",-5.12535805326751,0.637198092638472,-8.0435866216183,2.02327873478696e-14
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.33316516766305,0.5208747881528,-17.9182509500251,2.27349404552763e-49
"mu.trial_armPlacebo",-0.437636307727026,0.483457434478969,-0.905222004081236,0.366071774815497
"phi.(Intercept)",-5.25742902601663,0.555308116964787,-9.46758901121918,8.70790433461914e-19
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.9297180934029,1.21591828943666,-8.98885902807394,2.83364481406964e-17
"mu.trial_armPlacebo",2.14156326782142,1.06069603930567,2.01901693648567,0.0443717358968915
"phi.(Intercept)",-4.19257636633953,0.846814275778895,-4.95099868561288,1.23204464574467e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.70190204262605,1.95709480951449,-4.44633647809059,1.23000100935883e-05
"mu.trial_armPlacebo",0.03088624551053,1.41443593081238,0.0218364401226647,0.982592894402859
"phi.(Intercept)",-1.5610021722668,1.94585993175068,-0.802217131251776,0.423060273648018
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.0429766069217,1.11014416298024,-10.8481195582668,2.31745034220541e-23
"mu.trial_armPlacebo",2.57069357752688,1.04085679838099,2.46978602774702,0.0140738844221425
"phi.(Intercept)",-5.60063410029605,0.635395876817975,-8.81440107597753,9.83485018684e-17
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3101747926324,0.876782192312401,-12.8996401749484,1.31830112007637e-30
"mu.trial_armPlacebo",0.0296229401722566,0.816486072715267,0.0362810109837439,0.97108234001535
"phi.(Intercept)",-6.10847547980463,0.9096819422888,-6.71495738877198,9.37423878846241e-11
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.8796948390525,0.845981803766468,-12.8604359935569,1.82906459282338e-30
"mu.trial_armPlacebo",-0.667322068361306,0.866018968962687,-0.770562877116446,0.441570461273566
"phi.(Intercept)",-5.91413256862662,0.924975953996921,-6.39382304271912,6.15987038503849e-10
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.2327075543039,0.862800502962538,-13.0188931459068,4.86062399215121e-31
"mu.trial_armPlacebo",1.77651286186666,0.768720689097283,2.31099915361045,0.0215084626061813
"phi.(Intercept)",-5.45075686250058,0.645537520604771,-8.44374910600711,1.32053706112325e-15
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.9774719296174,1.18096210901052,-10.9888978067982,7.63705333343204e-24
"mu.trial_armPlacebo",1.43278663773782,1.1180368914753,1.28152000051374,0.200997399485566
"phi.(Intercept)",-6.90239685357774,0.940668896970751,-7.33775388535288,2.03210639082593e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.2813565388256,0.829210553817947,-12.3989697085824,8.44747432121255e-29
"mu.trial_armPlacebo",0.0297397330980546,0.707110169095357,0.0420581323785828,0.966480240817484
"phi.(Intercept)",-5.13248537990236,0.849810842910226,-6.03956212458513,4.54921238042298e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-30.3453577318531,17162.320309325,-0.00176813840931318,0.998590401646302
"mu.trial_armPlacebo",20.9333048210538,17162.320284144,0.00121972463364372,0.999027608756421
"phi.(Intercept)",-4.0846580271148,1.28634415317257,-3.17540062435128,0.0016514007864906
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.9459183001357,1.14681527356849,-10.416602024286,6.69825430185004e-22
"mu.trial_armPlacebo",2.27084836833621,1.05411658047622,2.15426681488143,0.0320126729661194
"phi.(Intercept)",-5.47236580228738,0.733312842574956,-7.46252552058369,9.17755886453793e-13
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4089822887101,1.24953519996734,-8.33028336375174,2.88641511328208e-15
"mu.trial_armPlacebo",-22.1132590012612,36805.0608538082,-0.000600821150360173,0.999521012104265
"phi.(Intercept)",-4.92677742060059,1.40681493925673,-3.50207925941103,0.000531607812283124
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.4375338086665,0.934072380540612,-12.2448046285737,3.01053547718443e-28
"mu.trial_armPlacebo",1.1483007952463,0.816501239447026,1.40636748576645,0.160646565376584
"phi.(Intercept)",-5.72125111107113,0.812364968754563,-7.04271027324379,1.28459751235899e-11
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.08877583495105,0.686718606593337,-11.7788796710748,1.35737704072163e-26
"mu.trial_armPlacebo",-2.41736538595613,1.04451836548771,-2.31433497564919,0.0213223569226304
"phi.(Intercept)",-3.71415890359113,0.75026000639736,-4.95049565740014,1.23499258591638e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-31.9170971730175,25984.7338414109,-0.0012283018701601,0.99902077079869
"mu.trial_armPlacebo",21.7647098425456,25984.7338286903,0.000837596027961414,0.999332249978518
"phi.(Intercept)",-5.00642711168882,1.21170878118557,-4.13170820367448,4.67128226283524e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-31.5445736466276,27184.5562808142,-0.00116038582056572,0.99907491493849
"mu.trial_armPlacebo",22.2688190544061,27184.5562712371,0.000819171695583932,0.99934693825919
"phi.(Intercept)",-4.42729332335792,1.02394462001926,-4.3237624738676,2.08790954512475e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.67277803349688,1.20969593939823,-7.9960407557528,2.78322234948586e-14
"mu.trial_armPlacebo",-1.07845840417282,1.15473100854364,-0.933947729985168,0.351079455909254
"phi.(Intercept)",-4.01268089386537,1.2957958093601,-3.09669229123912,0.00214129994015028
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.6639510111337,1.82787962821406,-5.83405539759365,1.39622578005994e-08
"mu.trial_armPlacebo",0.02655356033275,1.41424267153647,0.0187758161079255,0.985032386010302
"phi.(Intercept)",-3.87230955587539,1.85279127037898,-2.08998693904863,0.0374580050134565
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.51867959901258,0.842600200843444,-11.2967924639519,6.60378571224539e-25
"mu.trial_armPlacebo",-0.489459179498303,0.730319560100689,-0.670198644865573,0.503245015557569
"phi.(Intercept)",-4.46161993624006,0.888116181365926,-5.02368950127457,8.70519178183631e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.21956199362965,0.591560251365011,-15.5851613970948,1.46067549464861e-40
"mu.trial_armPlacebo",-1.72364834431085,0.768726715774819,-2.24221210078999,0.025675707486583
"phi.(Intercept)",-5.11435354307367,0.659918951955306,-7.74997221692163,1.42253791616124e-13
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.325819534991,1.8719131210209,-5.5161852433405,7.46958468247635e-08
"mu.trial_armPlacebo",0.0284600006819713,1.41425558158986,0.0201236615590921,0.98395805775316
"phi.(Intercept)",-3.46550205947168,1.8920307520471,-1.83163093714103,0.067994577768982
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.2359082360786,0.72014931695547,-14.2135915359224,1.96404285768312e-35
"mu.trial_armPlacebo",0.864582841855791,0.600928496287476,1.43874495417869,0.151261792709136
"phi.(Intercept)",-5.07664886150592,0.664005969691958,-7.64548677756776,2.81613972147768e-13
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.245219755592,1.30861505164234,-9.35738874485968,1.95780041797278e-18
"mu.trial_armPlacebo",1.13388755708278,1.15470329634695,0.981973084055426,0.326901731049142
"phi.(Intercept)",-5.87248741527196,1.13621243868652,-5.1684766116983,4.30758586234356e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.82558739477772,0.824614874645747,-10.7026778998732,7.24937721803142e-23
"mu.trial_armPlacebo",-0.673874188109871,0.707158396652243,-0.952932456575582,0.341388897306592
"phi.(Intercept)",-3.83686140850304,0.869581652818338,-4.41230722390205,1.42632099093412e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-8.52900530343404,1.82850026014739,-4.66448131801007,4.65966723325076e-06
"mu.trial_armPlacebo",-21.3020036390098,30121.3213920789,-0.000707206810807829,0.999436199118369
"phi.(Intercept)",-2.17299763308753,1.96373945269177,-1.10656107158662,0.269367320921377
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-31.0094747208406,14740.8994737934,-0.00210363518019845,0.998322936695979
"mu.trial_armPlacebo",21.7683770594788,14740.899467329,0.00147673329620931,0.998822715947256
"phi.(Intercept)",-5.29583184627584,0.675522266888906,-7.83961107701987,7.88093203493583e-14
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.8047530627003,1.80627735822255,-5.98177960517237,6.25362129838085e-09
"mu.trial_armPlacebo",0.0256005711553226,1.41423850027145,0.0181020182595854,0.985569460952137
"phi.(Intercept)",-4.04391469245061,1.83266223208593,-2.20657938034104,0.0280983046904109
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.363854114159,1.5360477122377,-8.04913416143007,1.94923278838628e-14
"mu.trial_armPlacebo",0.0281865113095124,1.41421549434269,0.0199308460572434,0.984111743613894
"phi.(Intercept)",-6.03278555679159,1.59046476048817,-3.79309602241041,0.000179815478642274
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.89904865075318,1.91994803240176,-5.15589405738756,4.58198605957488e-07
"mu.trial_armPlacebo",0.0289305114247623,1.41427921417274,0.0204560111856588,0.983693155986897
"phi.(Intercept)",-2.95858814795304,1.93438929297134,-1.52946883996058,0.127198466118494
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.5769652983612,1.2217723896222,-10.2940330009015,1.72222435259888e-21
"mu.trial_armPlacebo",1.42674503459705,1.11803343744929,1.27612018282035,0.202896836860634
"phi.(Intercept)",-6.32741239923938,0.984254892515988,-6.42863189947172,5.03876237858802e-10
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.7207009077608,1.0001364449064,-10.7192383222912,6.36868873276547e-23
"mu.trial_armPlacebo",-0.385085273755115,0.912876958637122,-0.421836995787502,0.673445115825313
"phi.(Intercept)",-5.32411436535653,1.06055321539845,-5.02012938912854,8.85535933123248e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.40165304140628,1.49417269570622,-6.29221312129694,1.10231238677401e-09
"mu.trial_armPlacebo",-0.669138861633728,1.22480580643494,-0.546322411371807,0.585249047752614
"phi.(Intercept)",-3.19508194438852,1.56347326488393,-2.0435795201306,0.0418654581614299
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0928017581964,0.610015014539625,-18.1844733224608,2.24645272891079e-50
"mu.trial_armPlacebo",0.521426122989999,0.570040987405493,0.914716896697618,0.361072443659061
"phi.(Intercept)",-6.52525991143539,0.59776129874383,-10.9161632329626,1.35619871130968e-23
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.69259067192844,1.13351524765492,-8.55091335734656,6.27359122139961e-16
"mu.trial_armPlacebo",-20.6953021420284,15647.2695706251,-0.00132261427775745,0.998945582920445
"phi.(Intercept)",-4.39774939913225,1.26091956453494,-3.48773190838249,0.000559781157847519
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.8655963249711,0.702946112069444,-16.8798093072017,1.91007850188039e-45
"mu.trial_armPlacebo",1.15944920962096,0.666636080050982,1.73925361125411,0.0830124703257447
"phi.(Intercept)",-6.8986199141017,0.603371071045842,-11.4334615051134,2.20902441320506e-25
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.9724070147858,1.16136054853246,-10.3089493008133,1.535667648479e-21
"mu.trial_armPlacebo",2.13984835887422,1.06067245627829,2.01744501444165,0.0445363725565357
"phi.(Intercept)",-5.50990133506482,0.773850690173138,-7.12010909214548,7.95847844020944e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.1708354148883,1.46627365158003,-7.61852018744985,3.35568450299024e-13
"mu.trial_armPlacebo",-20.237590743292,17694.8952771606,-0.00114369655351469,0.999088219982864
"phi.(Intercept)",-5.37615004302083,1.6713964678763,-3.21656180705697,0.00143864335025444
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.21743494600059,1.18887605164399,-7.75306638001047,1.39393218626921e-13
"mu.trial_armPlacebo",-21.7966062956864,27154.5579236555,-0.000802686840160208,0.999360080346611
"phi.(Intercept)",-3.81649724267686,1.30743011475242,-2.91908316904538,0.0037755045260054
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.4853699584701,0.83062485114512,-12.6234724906373,1.31581490255181e-29
"mu.trial_armPlacebo",0.893718388600263,0.690073952081942,1.29510523604598,0.196276391968726
"phi.(Intercept)",-5.02369326265245,0.76209500323232,-6.5919514513875,1.94298059327779e-10
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.3140413628251,1.55112932971089,-7.93875863666395,4.08058123131949e-14
"mu.trial_armPlacebo",0.0286932367396425,1.41421608802613,0.0202891460382768,0.983826156881982
"phi.(Intercept)",-5.96403264252332,1.60757998142051,-3.70994458219946,0.000246837775306887
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.4967427095396,1.1063968894925,-10.3911560297436,8.15245555715945e-22
"mu.trial_armPlacebo",0.0268055146194867,0.999999972324839,0.0268055153613336,0.978632617018637
"phi.(Intercept)",-5.80611183309554,1.14173264248758,-5.08535152366784,6.46363570472573e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.7132298742718,1.34987670714137,-8.67725905062613,2.59048426537844e-16
"mu.trial_armPlacebo",-21.1706235739291,28219.1576207056,-0.000750221670628299,0.999401906728808
"phi.(Intercept)",-6.09769225845443,1.58040479517102,-3.85831040065566,0.000139704796927798
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-31.0949930675008,24680.1870407493,-0.00125991723710035,0.998995566347699
"mu.trial_armPlacebo",20.9578606555577,24680.1870054957,0.000849177546786451,0.999323016938563
"phi.(Intercept)",-4.11277977868085,1.82570349647605,-2.25270959201168,0.0249975474670368
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.9414895704072,0.974079879560582,-11.232640977394,1.10221428552375e-24
"mu.trial_armPlacebo",-0.38306980379257,0.91287165753622,-0.419631610457104,0.675053939926596
"phi.(Intercept)",-5.61267299092267,1.03887664778086,-5.40263659108316,1.33646799185725e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.22516086470815,0.844509943794424,-10.9236853070777,1.27809451807514e-23
"mu.trial_armPlacebo",-23.0935762599587,39075.2521293537,-0.000591002616784412,0.999528839655242
"phi.(Intercept)",-4.52203866276171,0.943061426255452,-4.79506269354802,2.56099429712031e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.2456921254109,1.3975340219195,-8.76235707563777,1.4217676748711e-16
"mu.trial_armPlacebo",0.729274005741738,1.22475044105771,0.595447024384761,0.55199212235277
"phi.(Intercept)",-5.87117854037298,1.31335607309684,-4.47036311069013,1.10728945900364e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.8097886391917,1.53657531601079,-7.03498782425827,1.34719110302957e-11
"mu.trial_armPlacebo",-21.7486370457259,37672.900082026,-0.00057730190663241,0.999539762162871
"phi.(Intercept)",-4.91359466658768,1.72803003131419,-2.84346601479538,0.00476799382769703
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.79291548415301,0.868670977066716,-11.2734461524445,7.95818140168776e-25
"mu.trial_armPlacebo",0.0294912732410496,0.707127960887953,0.0417057093938372,0.96676095309896
"phi.(Intercept)",-4.51936614119534,0.884727386977972,-5.10820192492568,5.78428907362005e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.5053504355505,1.61633830858192,-6.49947500456588,3.33974044313122e-10
"mu.trial_armPlacebo",0.722076741058289,1.2247842250417,0.589554246613281,0.555931787018242
"phi.(Intercept)",-3.68136821260193,1.52828060151868,-2.40883003353159,0.0166043422208663
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.2740480304106,59910.0801580391,-0.000572091506804828,0.999543916008296
"mu.trial_armPlacebo",22.7347351797712,59910.0801504166,0.000379480967521509,0.999697469377383
"phi.(Intercept)",-5.9017635410316,1.60082494586989,-3.68670138247038,0.00026942131196528
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.3627196601575,1.38119724305631,-8.95072714799326,3.72367792683985e-17
"mu.trial_armPlacebo",0.725787285716382,1.22474676699021,0.592601920068741,0.553892518926961
"phi.(Intercept)",-6.03123872693422,1.29944447577824,-4.64139779679474,5.1727015404685e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.2075260419203,41383.8992799182,-0.000802426224201509,0.999360288115357
"mu.trial_armPlacebo",22.4035887053641,41383.8992709578,0.000541360024068258,0.99956841582299
"phi.(Intercept)",-5.46909027436036,1.35284762171499,-4.04265061827677,6.71864068134234e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.5059374256847,0.828637623651377,-12.6785667532094,8.32454560478815e-30
"mu.trial_armPlacebo",-1.60353096529604,1.09545259801526,-1.463806802961,0.144290268790362
"phi.(Intercept)",-5.72624121824778,0.934811298065128,-6.1255584202929,2.82135850368288e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.2366169135383,1.21545999763012,-10.0674781049126,9.73213340541939e-21
"mu.trial_armPlacebo",1.6600948408936,1.09545661325489,1.51543641327887,0.130711333545483
"phi.(Intercept)",-5.85534854588739,0.927419624961499,-6.31359137578145,9.75827866346798e-10
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.6417283683029,1.36551579666189,-8.52551716850292,7.48744464869322e-16
"mu.trial_armPlacebo",-21.609810416425,35173.1146830038,-0.000614384327665675,0.999510199240999
"phi.(Intercept)",-5.99827199114893,1.59084518776426,-3.77049384646835,0.000196095454050084
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-9.77080931957169,0.539387049022733,-18.1146531739584,4.12150311612824e-50
"mu.trial_armPlacebo",0.355512231052648,0.464611864003648,0.765181129877166,0.444763224837282
"phi.(Intercept)",-5.39564182254475,0.535409630161552,-10.077595767033,9.01131467338041e-21
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.6019660860309,75980.9550800922,-0.000455403147401301,0.999636942539795
"mu.trial_armPlacebo",23.9106423252583,75980.955076788,0.000314692573962695,0.999749120116164
"phi.(Intercept)",-5.70486287430941,1.15027110797032,-4.95958112377158,1.18278416080606e-06
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0746234978588,1.76758649313374,-6.26539269273589,1.28388787545440e-09
"mu.trial_armPlacebo",0.0262342974325381,1.41423190852371,0.0185502089681483,0.985212213592749
"phi.(Intercept)",-4.37406238435468,1.79853323703538,-2.43201643110287,0.0155979932351771
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0529681571424,1.49034116319694,-7.41640131138338,1.23250997782783e-12
"mu.trial_armPlacebo",-21.3117874413367,30280.3564300062,-0.000703815607012402,0.999438902660448
"phi.(Intercept)",-5.22357825862328,1.69087974504504,-3.08926656311927,0.00219384319763677
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.2119541827835,1.57088334642182,-7.77394082800611,1.21524838910749e-13
"mu.trial_armPlacebo",0.0296796973772912,1.41421727079075,0.0209866602468346,0.983270201924602
"phi.(Intercept)",-5.82587363506098,1.62393767087127,-3.58749830092634,0.000389531922034947
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.0307217513439,1.28216174001877,-9.38315453958858,1.6206727833797e-18
"mu.trial_armPlacebo",-22.2767746838035,49087.6866593918,-0.000453815940408375,0.999638207896223
"phi.(Intercept)",-6.54048419070216,1.53626264983031,-4.25739973006869,2.76688051745268e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.2179664491752,41100.1243614762,-0.000808220582425071,0.999355668726184
"mu.trial_armPlacebo",22.3908091327531,41100.1243525807,0.000544786895063182,0.999565683845958
"phi.(Intercept)",-5.50069351871512,1.34909910780655,-4.07730869206376,5.83688430514621e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.5756135294533,0.733144810721996,-14.4249995018563,3.21665927975408e-36
"mu.trial_armPlacebo",-1.79080150061801,1.08012910077157,-1.65795134983289,0.0983690361702044
"phi.(Intercept)",-6.07387121728322,0.841987576894166,-7.2137302069086,4.43877503413008e-12
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.3521300252006,1.05938427417989,-11.6597256786381,3.56537131610768e-26
"mu.trial_armPlacebo",-0.666364363018403,1.22473768184599,-0.544087417980007,0.586784111367465
"phi.(Intercept)",-7.01229716363018,1.20243876237507,-5.8317291350284,1.41382872951807e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-13.5031916216277,1.28852274211906,-10.4795912250806,4.11469951755396e-22
"mu.trial_armPlacebo",0.0261839217903116,1.41420684034273,0.0185149166609645,0.985240344554152
"phi.(Intercept)",-7.7450681683064,1.40598450455622,-5.50864404494347,7.7660586259496e-08
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.3909316195126,0.918861702034663,-12.3967857124628,8.60123547534226e-29
"mu.trial_armPlacebo",-0.37778016486815,0.912863610936066,-0.413840753801948,0.679285451512601
"phi.(Intercept)",-6.21477903925036,0.993889432682793,-6.25298834546906,1.37748044603785e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0523234253064,0.875259392924691,-12.6274833662452,1.27270637836283e-29
"mu.trial_armPlacebo",-1.37428544318593,1.11803565945913,-1.2291964317585,0.219958202601682
"phi.(Intercept)",-6.15500911391307,0.996153196204734,-6.17877765926283,2.09404375732225e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.2644512789256,1.73547692925609,-6.49069491448328,3.51499738735413e-10
"mu.trial_armPlacebo",0.0289491239307045,1.41422850025867,0.0204699056237444,0.9836820813598
"phi.(Intercept)",-4.60791598403732,1.76771266605432,-2.60671096186835,0.00959679137255958
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.695121276474,0.862867314001879,-12.3948619943329,8.73898161845461e-29
"mu.trial_armPlacebo",-22.9872841215423,43947.1449688035,-0.00052306660962527,0.99958299973597
"phi.(Intercept)",-5.97853312587412,1.00897030119854,-5.92538067649,8.51276657434556e-09
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.1995041507852,44084.1982480365,-0.000775776933910972,0.999381533513017
"mu.trial_armPlacebo",22.1195347907665,44084.1982411398,0.000501756540286227,0.999599988592864
"phi.(Intercept)",-6.65256659754938,1.52470936162495,-4.3631702965734,1.76354516118169e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.0252089664628,1.60320019092921,-7.50075320256359,7.18116226896773e-13
"mu.trial_armPlacebo",0.029446367245198,1.41421877995037,0.0208216491413241,0.983401723596474
"phi.(Intercept)",-5.57877235514689,1.64965251027778,-3.38178635827221,0.000815335473603133
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.0232891509971,26414.0539698695,-0.00125021661531648,0.999003299892068
"mu.trial_armPlacebo",21.5045871039123,26414.0539611036,0.000814134291373038,0.999350954188023
"phi.(Intercept)",-6.43536372011756,1.26200770672576,-5.09930619743512,6.04010934051321e-07
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.5118073593383,1.50270700779051,-8.32617888548671,2.96887769756931e-15
"mu.trial_armPlacebo",0.0237627258811429,1.41421527840292,0.0168027642212848,0.986605096710859
"phi.(Intercept)",-6.23783236911574,1.55958870321212,-3.99966501185108,7.98879704142805e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.0579673342449,1.49446143057825,-7.39929924452195,1.37448951469161e-12
"mu.trial_armPlacebo",-21.7575377284975,37857.1207672195,-0.000574727747054059,0.999541814339544
"phi.(Intercept)",-5.22886264826926,1.6970107401791,-3.08121953766622,0.00225212167220741
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-10.7974410878338,1.54353569322741,-6.99526492015043,1.71975754316041e-11
"mu.trial_armPlacebo",-22.0906281560675,44717.5826508099,-0.000494003182787596,0.999606169740371
"phi.(Intercept)",-4.89690935044487,1.73604867608214,-2.82072122625967,0.00510991834348033
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-33.055055213377,28054.5988575471,-0.00117824016594287,0.999060681068782
"mu.trial_armPlacebo",21.2153108599977,28054.5988442773,0.000756215085368268,0.999397128647229
"phi.(Intercept)",-6.3106630304558,1.55780786172324,-4.05098933284043,6.49559434715005e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.9612249049322,1.28796968757346,-10.0632996490401,1.00462813707881e-20
"mu.trial_armPlacebo",0.7225298065123,1.22473969141708,0.589945611770202,0.555669709691912
"phi.(Intercept)",-6.88270963893098,1.21404676897457,-5.66922940270611,3.36092106889774e-08
