"","x"
"1","Neisseria"
"2","Haemophilus"
"3","Streptococcus"
"4","Prevotella"
"5","Moraxella"
"6","Veillonella"
"7","Lautropia"
"8","Gemella"
"9","Rothia"
"10","Aggregatibacter"
"11","Granulicatella"
"12","Actinomyces"
"13","ASV_62"
"14","Streptobacillus"
"15","Oribacterium"
"16","Lachnoanaerobaculum"
"17","Oceanivirga"
"18","Treponema"
"19","ASV_205"
"20","ASV_209"
"21","F0058"
"22","Candidatus_Saccharimonas"
"23","Atopobium"
"24","Capnocytophaga"
"25","ASV_307"
"26","Peptococcus"
